cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,webc_max_domEnd,webc_max_levEnd,webc_max_respEnd,webc_mean_domEnd,webc_mean_levEnd,webc_mean_mos,webc_mean_respEnd,webc_median_domEnd,webc_median_levEnd,webc_median_respEnd,webc_min_domEnd,webc_min_levEnd,webc_min_respEnd,webc_std_domEnd,webc_std_levEnd,webc_std_mos,webc_std_respEnd,webc_web_cnt
webclient,4500,240,20180330_140736_266d,4500,vagrant,300,3581,3706,3481.350858,3383.82278481,3504.06329114,3.66699808647,3311.15685943,3332.0,3460.0,3250.86341,3172,3284,3087.10363,127.00461065,133.797915044,0.0330506216518,124.156723462,79
webclient,7000,60,20180331_034203_a570,7000,vagrant,300,1730,1858,1889.594819,1668.52739726,1788.85616438,4.35551668925,1513.7470691,1661.5,1790.0,1508.859182,1618,1725,1476.1407,27.4885269231,28.0034219352,0.0241381581723,45.9776285301,146
webclient,2000,80,20180330_002755_1edb,2000,vagrant,600,4761,4872,4541.968375,4667.22689076,4781.7394958,3.39228852841,4521.14476488,4666.0,4774.0,4522.352504,4632,4732,4493.475575,16.4676596608,24.9282877976,0.00184320206374,9.46249006393,119
webclient,7000,240,20180331_033143_ef2d,7000,vagrant,300,3218,3348,3118.507978,3137.76470588,3251.65882353,3.7351137948,3062.44773301,3136.0,3250.0,3061.85486,3091,3181,3014.442196,25.8487214652,33.5508579503,0.00630124930838,21.9326377218,85
webclient,8500,220,20180331_122158_c454,8500,vagrant,300,2844,2964,2725.218459,2745.58333333,2858.58333333,3.86187444221,2651.66267771,2745.0,2858.0,2645.8839025,2676,2777,2608.100035,29.6116062081,33.1834128578,0.00826772049909,24.9598301792,96
webclient,250,40,20180330_043429_14b3,250,vagrant,600,34626,34735,34778.057661,34478.375,34586.625,1.60596397362,34422.0485353,34506.0,34617.0,34407.7262835,34138,34239,33998.441334,138.975661089,140.307641898,0.00556710946061,217.623361245,16
webclient,7750,200,20180331_085011_4aa2,7750,vagrant,300,3132,3243,2988.878799,3044.97701149,3165.87356322,3.77331431907,2932.37151703,3046.0,3168.0,2931.334877,2869,2998,2745.484187,29.6705965413,33.9634030888,0.00712981539903,23.2021840873,87
webclient,7250,120,20180331_050441_11e6,7250,vagrant,300,2571,2668,2431.023132,1935.40909091,2051.87121212,4.20966268451,1786.9044024,1929.5,2052.0,1780.9613275,1805,1905,1664.104802,66.3630915295,67.6531265715,0.0283033628856,64.2773142724,132
webclient,1500,0,20180329_185222_094b,1500,vagrant,600,6045,6167,6233.350155,5994.12765957,6098.45744681,3.11961183789,6163.39787467,5993.5,6096.0,6162.532691,5949,6070,6127.24513,12.1298243682,15.7923122245,0.00286866124354,20.1129305875,94
webclient,5250,200,20180330_192616_cb3f,5250,vagrant,300,3213,3356,3035.147562,3095.1547619,3217.39285714,3.75918125306,2980.08833451,3096.0,3219.5,2983.1756755,2761,2900,2618.581677,46.8364667773,48.8922571183,0.0134939748152,43.3376116155,84
webclient,6500,140,20180331_014825_6a84,6500,vagrant,300,2161,2296,1966.947298,2076.44262295,2193.31967213,4.14064013023,1931.73812531,2074.0,2192.0,1931.3456,1956,2074,1818.347004,25.3490547502,34.3657440936,0.00940668585012,20.4143033131,122
webclient,6000,80,20180330_231839_bc87,6000,vagrant,300,2091,2181,1922.887276,1894.87121212,2016.53030303,4.22742987869,1750.31279753,1891.0,2020.0,1747.571095,1866,1965,1723.026934,24.2050599841,30.0137441733,0.0092016740585,18.8485951012,132
webclient,3000,180,20180330_080614_2a31,3000,vagrant,300,3683,3815,3494.4681,3588.13333333,3707.02666667,3.62914100665,3454.28833733,3583.0,3701.0,3450.696934,3545,3655,3444.266887,27.5639055449,33.5773627447,0.00247549731712,9.74066843848,75
webclient,7500,200,20180331_053031_69d4,7500,vagrant,300,2774,2911,2640.140691,2671.05102041,2789.74489796,3.89278408243,2560.12207953,2665.5,2786.5,2558.904371,2607,2719,2520.773089,30.1097897325,36.9788442619,0.00754598304398,22.035487471,98
webclient,2500,160,20180330_033246_11c2,2500,vagrant,300,4184,4297,3972.566226,4077.09090909,4196.71212121,3.51624290645,3927.14988868,4069.5,4188.0,3925.3692615,4038,4154,3890.562581,26.6001408476,32.7371372619,0.00355300377893,15.8698721165,66
webclient,2500,220,20180330_025129_f6c5,2500,vagrant,300,5271,5374,5147.502095,4315.14285714,4443.66666667,3.45462409125,4213.51969279,4301.0,4424.0,4201.035174,4128,4231,4010.237267,126.171948325,138.077617924,0.0232525842738,122.114880627,63
webclient,7250,180,20180331_052011_617b,7250,vagrant,300,2898,2997,2735.361938,2439.40594059,2561.75247525,3.98413596258,2309.24749093,2450.0,2575.0,2327.10946,2061,2159,1919.128587,87.7134373595,89.8852300052,0.0335465449993,85.7148160979,101
webclient,4250,40,20180330_130539_75f9,4250,vagrant,300,2487,2602,2643.926756,2417.51851852,2530.87037037,3.99423337659,2284.50465622,2415.5,2531.0,2237.5416105,2354,2477,2213.805317,16.3681496734,22.5023013607,0.0459246208935,126.179647466,108
webclient,3000,140,20180330_075547_92f4,3000,vagrant,300,4090,4180,3916.76857,3473.05194805,3593.85714286,3.66209693293,3327.97156413,3465.0,3587.0,3320.796568,3373,3500,3235.114758,74.8246254526,74.0348661782,0.0171869222225,70.0312041876,77
webclient,7750,40,20180331_091052_de30,7750,vagrant,300,1708,1800,1768.557984,1542.2,1655.15862069,4.42352485529,1405.19218921,1540.0,1653.0,1359.235426,1504,1609,1338.900348,22.018362243,20.7632552966,0.0690870921444,120.559051809,145
webclient,2000,240,20180329_235725_ff7a,2000,vagrant,600,5306,5442,5229.883083,5085.98165138,5202.32110092,3.30263821985,5006.93816121,5060.0,5166.0,4989.283305,4973,5081,4912.192235,98.5352339211,101.498757685,0.0169196712548,97.3319968262,109
webclient,4500,120,20180330_143324_2793,4500,vagrant,300,2803,2942,2565.139496,2492.81904762,2612.57142857,3.96935345866,2346.97740659,2492.0,2609.0,2348.706746,2404,2505,2263.818802,44.9204123613,51.1293145145,0.0136246562953,36.8068558984,105
webclient,6250,220,20180331_000507_fdb3,6250,vagrant,300,3286,3388,3116.36307,2962.13636364,3080.04545455,3.79274188175,2868.63027257,2959.0,3073.5,2865.5178475,2737,2838,2649.350138,55.825251255,62.1072951891,0.0143437974742,46.483156039,88
webclient,7000,0,20180331_031104_0f44,7000,vagrant,300,1634,1745,1810.65007,1579.43150685,1683.57534247,4.22924440228,1746.74651374,1577.5,1683.5,1745.671008,1526,1617,1676.220337,17.020095912,20.7977328903,0.010996640201,21.8414665093,146
webclient,6000,200,20180330_224739_50ba,6000,vagrant,300,3032,3144,2868.883689,2941.48888889,3056.53333333,3.80574356082,2826.25175782,2941.5,3053.5,2829.7919045,2866,2995,2776.943568,28.4785472649,33.1710047414,0.00604495223305,19.4161702959,90
webclient,4000,0,20180330_113243_d1e7,4000,vagrant,300,2598,2734,2800.924054,2484.5,2588.45283019,3.86062846342,2655.44714914,2484.5,2585.5,2648.5957315,2428,2551,2600.401565,19.1603216186,22.9799469905,0.00916248112419,27.8726379509,106
webclient,6750,220,20180331_021924_8a8f,6750,vagrant,300,2910,3063,2772.086026,2826.81914894,2941.38297872,3.83533743611,2732.92248701,2833.0,2942.5,2748.192419,2738,2837,2651.169036,35.9500133951,41.5661754834,0.010670083737,32.9125806199,94
webclient,2500,120,20180330_032227_8fc6,2500,vagrant,300,3981,4117,3815.312827,3928.85507246,4055.31884058,3.54873474291,3784.8028623,3930.0,4052.0,3788.236428,3885,3987,3744.746087,19.7434820375,29.366496119,0.0040442544592,17.380367609,69
webclient,7250,200,20180331_042322_79bf,7250,vagrant,300,2372,2509,2248.089286,2240.25862069,2354.98275862,4.05651786441,2125.82744951,2225.5,2343.0,2115.7049045,2180,2282,2069.839429,45.4893167999,51.3451778548,0.0177317835165,43.1966822559,116
webclient,5750,140,20180330_222700_6c5a,5750,vagrant,300,2809,2897,2635.161699,2216.46153846,2335.97435897,4.08032568341,2069.30230397,2209.0,2326.0,2064.33238,2103,2214,1960.59149,60.1518787796,59.9145347916,0.0211084710462,55.2769736961,117
webclient,4000,220,20180330_114811_2ff6,4000,vagrant,300,3535,3666,3407.306812,3442.0,3557.03846154,3.65450754439,3356.20691549,3443.0,3550.5,3358.573554,3375,3474,3301.081175,31.8642955882,42.3820965793,0.00616989243742,23.5054516219,78
webclient,1750,60,20180329_220534_8eb2,1750,vagrant,600,5325,5432,5131.726694,5223.73831776,5342.06542056,3.28983672894,5079.3733075,5221.0,5343.0,5078.578397,5195,5302,5053.630913,15.8747059424,23.5230135984,0.00190878291527,11.028723418,107
webclient,4000,160,20180330_122929_8395,4000,vagrant,300,3189,3317,2895.086955,2866.73913043,2991.2826087,3.83940073718,2720.27089707,2861.0,2990.0,2717.581307,2731,2871,2599.635357,41.7424477848,43.8106910932,0.00881658396084,27.5070009325,92
webclient,8500,20,20180331_121649_4f7c,8500,vagrant,300,1559,1693,1691.088105,1396.23129252,1501.91156463,4.39261029239,1460.27954367,1395.0,1497.0,1550.948719,1346,1467,1202.329409,24.0908337855,27.8430795198,0.102703424493,162.239150225,147
webclient,5250,20,20180330_193126_48ea,5250,vagrant,300,2065,2550,2236.824464,2000.3015873,2111.44444444,4.0788360934,2078.53588494,1998.0,2107.5,2163.73666,1971,2065,1803.305197,15.6683230337,44.2967187784,0.0698387087436,158.585977748,126
webclient,5500,160,20180330_212502_3058,5500,vagrant,300,2551,2683,2338.331819,2438.21495327,2562.04672897,3.99168579488,2288.06633254,2432.0,2559.0,2285.495006,2240,2347,2104.288777,38.4768477631,44.5772212854,0.0109982127893,28.1588375413,107
webclient,7250,160,20180331_051501_9a5a,7250,vagrant,300,2905,3007,2738.45373,2238.10714286,2357.04464286,4.06916435569,2096.74427212,2237.5,2356.5,2102.7296115,1897,2019,1729.391821,86.5118031938,87.7508026411,0.0350010721262,85.3932090641,112
webclient,500,40,20180330_175926_3c94,500,vagrant,600,17527,17629,17633.899499,17381.53125,17495.96875,2.21400803467,17248.9078864,17388.0,17499.5,17207.956029,17152,17257,16965.181556,58.2376512528,60.5281362131,0.0068806521619,135.667166968,32
webclient,6750,140,20180331_025533_4d1b,6750,vagrant,300,2138,2269,1973.80986,2067.0483871,2182.83064516,4.1467769749,1918.33890365,2064.0,2182.0,1915.2689815,1928,2027,1791.913827,27.5838472014,35.8632532245,0.0104229358768,22.5861873506,124
webclient,5500,200,20180330_203323_08ea,5500,vagrant,300,3250,3372,3075.528652,2580.66336634,2705.82178218,3.92685287916,2463.85086535,2573.0,2700.0,2447.736826,2310,2437,2202.510186,82.3073541013,81.399077529,0.0250795045319,74.6063340657,101
webclient,1250,200,20180329_165018_3048,1250,vagrant,600,7543,7665,7359.134708,7425.93421053,7539.76315789,2.97001670337,7305.43309376,7422.0,7529.5,7307.8335935,7401,7500,7280.995208,24.1439409018,32.22734554,0.00121130410954,10.0695183047,76
webclient,5750,180,20180330_223720_af2a,5750,vagrant,300,3124,3213,2953.22947,2718.44329897,2838.5257732,3.88468956499,2584.00659215,2707.0,2835.0,2578.455502,2654,2754,2550.645858,51.037073461,53.7171079476,0.0136588761716,42.2806562126,97
webclient,5750,40,20180330_220112_c930,5750,vagrant,300,1955,2067,2142.817097,1907.74193548,2021.5,4.22407455222,1759.76751666,1910.0,2019.0,1727.3258655,1854,1994,1701.338788,18.1382997779,16.092224129,0.0489423266923,105.882238813,124
webclient,3000,160,20180330_080104_9fa5,3000,vagrant,300,3564,3701,3409.472882,3520.80263158,3638.43421053,3.64848405794,3379.21343899,3522.0,3637.0,3378.922705,3446,3546,3304.66771,18.06131351,27.8474866703,0.00417189123688,15.9823591491,76
webclient,5500,240,20180330_204853_941d,5500,vagrant,300,3501,3657,3421.29111,3395.74683544,3510.79746835,3.66281277607,3325.85433908,3430.0,3541.0,3369.70184,3189,3291,3127.466912,92.1451068578,96.6004926668,0.0243173442371,90.3437726647,79
webclient,7750,80,20180331_092111_3c31,7750,vagrant,300,2074,2204,1834.30755,1614.16806723,1742.07563025,4.39034478012,1454.84890341,1609.0,1736.0,1450.988657,1562,1676,1424.386189,50.0813320573,50.7347956549,0.0206517622731,37.6783594899,119
webclient,2500,40,20180330_030150_f0e6,2500,vagrant,300,3826,3941,3995.533621,3784.81690141,3896.83098592,3.58572684163,3630.02369862,3786.0,3898.0,3606.333202,3734,3836,3582.749193,17.0205425669,19.2558649675,0.0210048404589,90.106375851,71
webclient,3500,180,20180330_102026_6bc8,3500,vagrant,300,3370,3477,3203.822153,3285.24691358,3398.55555556,3.70994442119,3151.34836098,3283.0,3391.0,3150.540254,3136,3237,3002.462219,33.8827064904,37.7967272736,0.00788809158879,28.0479194774,81
webclient,2000,160,20180330_010835_3ca7,2000,vagrant,600,4974,5058,4753.484919,4878.30701754,4991.60526316,3.35216804402,4732.04176139,4873.5,4988.5,4731.8031965,4839,4948,4699.279322,18.9834309994,23.5977319833,0.00187756958233,10.0952119428,114
webclient,6250,60,20180331_002037_14cf,6250,vagrant,300,2539,2632,2371.071497,1811.89285714,1932.56428571,4.27037801156,1668.25992257,1803.0,1923.0,1657.4215525,1764,1867,1624.785621,66.9183613953,66.7926654137,0.0345936845975,75.3978110954,140
webclient,1250,160,20180329_183201_f502,1250,vagrant,600,7424,7566,7254.001709,7343.49350649,7456.97402597,2.98397856458,7190.44776314,7336.0,7446.0,7192.965397,7303,7414,7159.132382,26.723025422,31.5685088961,0.001676066774,13.7026380211,77
webclient,4250,220,20180330_125518_ff91,4250,vagrant,300,3395,3504,3277.884007,3270.81707317,3383.12195122,3.70261187595,3177.65945328,3266.0,3381.5,3174.063431,3228,3323,3130.446401,28.4631246458,33.6417243272,0.00583338272073,21.1595556278,82
webclient,4500,140,20180330_143834_6e54,4500,vagrant,300,2674,2808,2490.803242,2593.16831683,2709.25742574,3.93264958343,2446.7452246,2591.0,2705.0,2447.497347,2497,2596,2342.05901,25.4414759624,33.1177477667,0.0081090768229,22.4068257666,101
webclient,3500,140,20180330_101006_7fca,3500,vagrant,300,3196,3739,2996.071562,3113.8372093,3234.23255814,3.76377555048,2964.28312235,3115.0,3226.0,2964.089816,3066,3177,2926.392341,20.0365134512,61.3601026383,0.00506072473373,17.038789969,86
webclient,1500,240,20180329_193301_5e50,1500,vagrant,600,6580,6706,6507.82087,6409.94252874,6527.10344828,3.09608988964,6330.36906185,6407.0,6523.0,6323.68355,6375,6475,6306.80301,26.4559300967,31.5525595015,0.00307345622386,22.3326788457,87
webclient,6250,180,20180331_005136_8e36,6250,vagrant,300,2452,2891,2265.501024,2332.2972973,2453.5045045,4.02616491166,2200.22748101,2323.0,2449.0,2189.239996,2154,2286,2000.093931,38.9399155074,59.4825849105,0.0132108090706,32.6525744136,111
webclient,3000,240,20180330_072450_23c2,3000,vagrant,300,4123,4451,4054.176955,3929.22058824,4055.02941176,3.53183076574,3860.2928484,3959.5,4084.0,3889.05789,3603,3727,3548.538557,128.669531746,136.068967222,0.0292692029732,127.567301638,68
webclient,3250,0,20180330_081124_5e75,3250,vagrant,300,3032,3139,3210.019006,2968.91011236,3077.12359551,3.71229359294,3142.92347203,2971.0,3075.0,3141.759341,2915,3027,3094.094697,18.8975002505,22.5850802023,0.00709004562159,25.3634647004,89
webclient,1750,240,20180329_214513_695e,1750,vagrant,600,5932,6032,5853.949255,5655.98989899,5769.80808081,3.20773539928,5576.26562537,5642.0,5755.0,5562.888462,5573,5706,5494.919608,51.4784440421,53.8014826065,0.0075055125236,48.4214134915,99
webclient,5250,100,20180330_200224_17ed,5250,vagrant,300,2231,2378,2059.405837,2136.12605042,2264.30252101,4.11512838337,1988.53478087,2129.0,2262.0,1983.725453,2088,2208,1947.612949,25.4613084687,33.1739886516,0.00823455657421,18.726787137,119
webclient,8500,120,20180331_125258_7f63,8500,vagrant,300,1880,1982,1707.202087,1720.32876712,1843.76712329,4.32565795535,1565.66652918,1720.0,1842.5,1570.9980485,1611,1721,1470.345843,38.2853578344,40.9801223274,0.0174336042035,30.8925570569,146
webclient,500,120,20180330_184013_4767,500,vagrant,600,17521,17640,17355.307838,17444.8125,17562.15625,2.21161936109,17295.2976732,17452.0,17562.5,17305.4268745,17305,17435,17160.489833,38.4394308458,41.8151507941,0.00180888113943,35.4731570759,32
webclient,4750,160,20180330_155051_bb3b,4750,vagrant,300,3164,3304,3019.869069,2565.98039216,2682.47058824,3.94250914958,2420.10628104,2557.5,2676.0,2411.4455685,2433,2536,2292.238562,65.0877206563,70.0014994072,0.0208460920476,63.1685568485,102
webclient,1750,180,20180329_230635_d322,1750,vagrant,600,5608,6086,5392.717281,5520.14851485,5639.47524752,3.24033146491,5373.29863934,5512.0,5627.0,5373.643504,5491,5592,5356.165557,26.0940363957,54.1465912843,0.000857233312049,5.23564044809,101
webclient,4250,240,20180330_130028_bdda,4250,vagrant,300,3516,3661,3455.599942,3313.925,3429.9875,3.6855988586,3241.77817509,3282.5,3412.5,3197.370456,3022,3125,2979.824954,120.673192446,127.697150883,0.0321212580309,118.322761874,80
webclient,1250,80,20180329_175120_bcc3,1250,vagrant,600,7277,7399,7067.437327,7190.88461538,7308.30769231,3.00204563155,7044.31911024,7187.5,7304.0,7044.0795295,7167,7268,7025.018393,19.2466985309,27.0371575715,0.000978957975976,7.83665634869,78
webclient,2250,220,20180330_014424_bb78,2250,vagrant,300,4744,4842,4644.110012,4587.94915254,4700.25423729,3.3987996429,4488.08332807,4599.0,4708.0,4504.057227,4458,4581,4375.926731,52.8629259497,47.3853990314,0.00978579348369,49.7452150781,59
webclient,250,100,20180330_050531_4e50,250,vagrant,600,34743,34891,34599.765063,34549.9375,34665.4375,1.60666785039,34393.8894856,34546.5,34652.0,34384.8955635,34482,34586,34309.594653,55.9670313109,69.1375158199,0.00151022585276,59.1467314588,16
webclient,4500,180,20180330_144854_3c4a,4500,vagrant,300,2943,3055,2751.00234,2807.62765957,2922.65957447,3.85579118389,2670.14679236,2799.5,2915.0,2660.82961,2634,2789,2516.969144,39.1893885015,41.6072194,0.0109918389311,33.3362991054,94
webclient,3250,140,20180330_090300_3c83,3250,vagrant,300,3539,3641,3364.333562,3260.04878049,3373.42682927,3.72111161857,3111.66301998,3256.0,3365.0,3110.602783,3161,3260,3018.92079,40.0097251711,44.8613121628,0.00931106545752,33.7367183521,82
webclient,1250,60,20180329_174111_4408,1250,vagrant,600,7213,7339,7350.767455,7161.88607595,7278.49367089,3.00476214441,7022.70589463,7162.0,7275.0,7019.498075,7138,7240,6995.284673,13.6780220476,23.1718256563,0.00473397663954,38.5751764999,79
webclient,5500,40,20180330_205404_c191,5500,vagrant,300,2489,2610,2350.402518,1981.25806452,2092.63709677,4.17288304712,1867.89784232,1974.0,2085.5,1794.978102,1914,2049,1765.988661,48.6685416988,50.524081559,0.067817564679,152.730920635,124
webclient,7250,0,20180331_041813_46d5,7250,vagrant,300,1910,2036,2104.240866,1540.18382353,1645.53676471,4.24678229077,1712.5942645,1535.0,1640.5,1707.9276145,1488,1588,1656.18515,36.0906135357,40.580332111,0.019698632254,41.0439732049,136
webclient,5000,220,20180330_161640_37db,5000,vagrant,300,3211,3350,3106.929229,3147.22619048,3270.16666667,3.73679987577,3056.54686639,3145.0,3270.0,3055.7971615,3110,3220,3027.012735,21.6873625647,28.9337639863,0.0044736319123,15.5628181225,84
webclient,8250,200,20180331_110429_9d3e,8250,vagrant,300,3350,3444,3178.921113,2668.84848485,2787.13131313,3.8965765254,2549.76337793,2659.0,2777.0,2546.735828,2613,2721,2508.679064,74.458091207,75.8638661762,0.0205618789464,65.9712666226,99
webclient,9000,40,20180331_144638_6b53,9000,vagrant,300,1692,1860,1882.199731,1395.93055556,1510.07638889,4.51935785885,1262.55258969,1391.0,1501.5,1206.688227,1336,1470,1178.405212,39.6874337756,44.6853318994,0.086110283236,137.170902667,144
webclient,8250,160,20180331_115609_d332,8250,vagrant,300,2083,2217,1925.874658,1997.25984252,2113.27559055,4.1770577485,1853.62295226,1992.0,2114.0,1850.101319,1825,1925,1684.381634,37.798723596,43.8983573967,0.0159502946685,32.9922721698,127
webclient,7750,240,20180331_090541_dfc0,7750,vagrant,300,2924,3039,2825.118948,2837.60215054,2949.75268817,3.8249425587,2765.34389706,2834.0,2944.0,2761.720598,2629,2729,2550.018211,34.0543966451,40.4229403393,0.00924257835063,28.358174019,93
webclient,4250,60,20180330_131048_3501,4250,vagrant,300,2504,2609,2599.331555,2426.25,2544.49074074,3.99659716104,2275.39916292,2421.0,2537.0,2271.843946,2385,2486,2243.961705,28.2636807254,34.6980347854,0.0126339085584,34.4836709038,108
webclient,4500,0,20180330_134657_bda9,4500,vagrant,300,2646,2735,2815.95825,2250.82608696,2355.63478261,3.94216116777,2420.70833553,2248.0,2351.0,2418.851167,2192,2309,2358.971397,40.7228727247,40.5754970898,0.0151018805799,43.7882772041,115
webclient,1000,220,20180329_145826_a8c1,1000,vagrant,600,9406,9526,9322.971357,9134.91935484,9248.91935484,2.78308643437,9034.50516969,9122.0,9235.5,9023.7009385,9088,9187,8993.037028,45.6700291315,48.1721705187,0.00447400288311,46.4015388213,62
webclient,2000,40,20180330_000735_37d3,2000,vagrant,600,4693,4831,4846.471583,4634.40833333,4742.675,3.40222500705,4471.1950745,4633.5,4741.0,4449.208828,4579,4703,4426.909377,16.9147351114,22.4065327156,0.0166909779992,87.8419018875,120
webclient,7250,240,20180331_043852_0f94,7250,vagrant,300,3508,3596,3337.628639,2993.60674157,3115.42696629,3.77681509337,2921.16260252,2983.0,3105.0,2911.373092,2746,2890,2680.559215,69.6680117749,68.8995177231,0.0165678924545,56.6769165442,89
webclient,9000,20,20180331_143107_fd45,9000,vagrant,300,1429,1534,1590.118793,1345.15333333,1453.10666667,4.42197403655,1413.21967191,1343.0,1452.5,1507.4088265,1292,1414,1152.025113,17.9431460143,19.3856120759,0.107510599762,163.604421801,150
webclient,7000,120,20180331_035732_e2a0,7000,vagrant,300,1987,2505,1807.211456,1881.8,2004.66666667,4.23463300748,1736.29866407,1887.0,2001.0,1745.217645,1805,1905,1655.780081,36.4455555386,60.4760129981,0.0177424028694,34.7483122776,135
webclient,250,200,20180330_035326_b1c9,250,vagrant,600,34709,34813,34657.816996,34661.5625,34774.5,1.60136452632,34601.7424269,34657.0,34763.0,34598.4516275,34650,34749,34591.511369,13.8607753661,22.3047080232,0.000378597457096,14.8970161521,16
webclient,1000,20,20180329_144814_9969,1000,vagrant,600,8929,9049,9131.358843,8864.09375,8968.375,2.79535375623,8911.10194486,8855.5,8959.0,9014.6498535,8828,8931,8665.014554,24.8242061492,30.5192050191,0.0176262057751,177.560967517,64
webclient,750,60,20180331_073331_153c,750,vagrant,600,11774,11888,11897.779983,11685.8958333,11799.9791667,2.56757090001,11541.5382512,11679.0,11798.0,11532.7886685,11651,11754,11511.437392,25.5833927117,27.5662003059,0.00399260441926,53.1147400477,48
webclient,5500,220,20180330_204343_ba4d,5500,vagrant,300,3512,3619,3345.227029,3351.225,3463.8125,3.68071008289,3257.71937133,3345.0,3458.5,3254.8484485,3300,3398,3214.274951,33.0930411869,38.7785680982,0.00498777548477,18.5323765351,80
webclient,5250,160,20180330_201754_d266,5250,vagrant,300,2528,2643,2549.30131,2425.16666667,2545.48148148,3.99429410871,2281.30663165,2420.0,2540.5,2276.089694,2387,2491,2256.936964,25.7486065786,29.3445311586,0.0111555705797,30.1404920818,108
webclient,9000,240,20180331_144127_f23b,9000,vagrant,300,3266,3377,3166.034131,3160.51190476,3276.76190476,3.72808379248,3086.99119277,3153.5,3269.5,3087.230808,3105,3211,3052.774825,28.7395919246,36.4820957547,0.00547457217807,19.2537880817,84
webclient,7750,20,20180331_085522_a29b,7750,vagrant,300,1571,1671,1759.689494,1489.82089552,1600.20895522,4.31744464927,1587.82999433,1488.0,1597.0,1660.1479445,1437,1562,1299.53214,20.4519278901,22.3002157231,0.0891582602998,150.852171114,134
webclient,6750,180,20180331_030554_3944,6750,vagrant,300,3022,3153,2810.432414,2282.65789474,2399.72807018,4.04455252667,2155.39267174,2265.5,2387.0,2139.5552805,2230,2328,2093.395361,77.2297584845,80.5903965686,0.0245655017281,67.2000705756,114
webclient,4750,20,20180330_150423_1256,4750,vagrant,300,2342,2435,2512.001885,2174.41666667,2281.01666667,3.99485286429,2284.24586475,2169.5,2277.0,2339.455291,2121,2238,1976.116028,25.1616716897,27.8660436533,0.0566548535059,139.933896609,120
webclient,2250,100,20180330_021012_ea65,2250,vagrant,300,4349,4456,4139.132294,4247.5,4362.3125,3.47780311059,4102.4811845,4245.5,4351.5,4103.601204,4216,4316,4072.671903,21.100207345,30.9605974385,0.00266427331244,12.421293328,64
webclient,8500,60,20180331_123729_c0a4,8500,vagrant,300,1549,1665,1363.427747,1454.78787879,1578.22727273,4.48757918699,1302.35966385,1445.0,1581.0,1300.015848,1407,1508,1267.255218,26.7360924773,30.7064771839,0.00987122807102,14.7042365367,132
webclient,500,60,20180330_180938_b21f,500,vagrant,600,17519,17609,17357.646062,17369.09375,17493.375,2.2154172305,17220.8308895,17363.5,17497.5,17218.2685545,17281,17382,17117.825483,42.8444565952,47.536663482,0.00214268179377,41.9612579526,32
webclient,1000,0,20180329_142744_9038,1000,vagrant,600,8879,8988,9056.980825,8831.96875,8934.28125,2.7863525086,9000.94897458,8831.0,8929.5,8998.9015495,8805,8902,8958.534114,12.9385189816,18.2066855423,0.00226688218563,23.1941130101,64
webclient,1000,160,20180329_161948_04a4,1000,vagrant,600,9108,9246,8903.251454,9010.71428571,9126.52380952,2.79973408418,8865.09278179,9011.0,9120.0,8867.112411,8973,9074,8830.11141,20.2511442525,29.1672011613,0.00127330338717,12.8245342571,63
webclient,8500,40,20180331_123219_3ea9,8500,vagrant,300,1526,1639,1717.321193,1447.32666667,1559.66,4.48152703081,1316.89820357,1446.5,1559.0,1265.4735785,1395,1426,1106.292506,17.2377479839,21.848517875,0.0791383615932,129.244449408,150
webclient,5750,240,20180330_215601_7c1f,5750,vagrant,300,3411,3541,3357.085486,3228.45783133,3339.85542169,3.70755117473,3160.02533747,3227.0,3335.0,3160.95471,3061,3180,2953.079106,35.6834480224,40.6199347256,0.0104267316547,37.3171647506,83
webclient,2250,120,20180330_021521_441b,2250,vagrant,300,4399,4527,4187.871349,4307.20967742,4429.96774194,3.46615155941,4157.17714671,4300.0,4427.0,4154.191352,4263,4373,4122.126672,26.6162314634,32.1804226911,0.00362771002755,17.1464936353,62
webclient,2750,80,20180330_063313_521a,2750,vagrant,300,3606,3736,3407.035905,3526.94736842,3644.73684211,3.64922206768,3376.36168745,3523.0,3640.5,3376.086735,3494,3598,3353.917499,22.4879469101,31.0823898446,0.00294517457915,11.3015035326,76
webclient,6750,20,20180331_021415_ae90,6750,vagrant,300,2258,2381,2463.183214,1653.24832215,1759.76510067,4.24246384169,1729.09923538,1648.0,1753.0,1812.383904,1601,1718,1455.525217,51.9197762738,54.914257664,0.0883817540001,169.016158272,149
webclient,4000,180,20180330_123439_6769,4000,vagrant,300,3048,3159,2880.066868,2960.78651685,3080.15730337,3.80596868673,2825.58349663,2954.0,3076.0,2813.295621,2915,3026,2798.371772,24.9423929139,29.6496011972,0.00814433848864,26.257774531,89
webclient,3000,200,20180330_070920_9a6d,3000,vagrant,300,3790,3929,3620.246473,3691.21917808,3817.19178082,3.59842268803,3577.06978338,3691.0,3820.0,3576.654585,3497,3640,3388.649766,31.9598406289,33.9696308908,0.00617787492548,24.5870493674,73
webclient,4250,20,20180330_125009_9fc2,4250,vagrant,300,2444,2897,2646.488467,2383.48623853,2496.47706422,3.93651168349,2442.12274633,2381.0,2488.0,2542.655599,2358,2457,2186.433358,16.1521519451,45.4079563675,0.0632255797592,171.234181474,109
