cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,sshc_cmd_count,sshc_max,sshc_mean,sshc_mean_mos,sshc_median,sshc_min,sshc_std,sshc_std_mos,sshc_uniq_cmds
sshclient,2000,492,20180323_160122_590d,2000,vagrant,80,11,1.53377270699,1.14262381467,1.31900836193,0.997782230377,0.997444629669,0.236621747426,0.195352113052,1
sshclient,2000,396,20180323_143516_1422,2000,vagrant,80,15,1.24657559395,0.881362438202,1.72789446831,0.805776834488,0.805656433105,0.148336897106,0.30317716946,1
sshclient,2000,244,20180323_122540_6ae9,2000,vagrant,80,13,0.787957429886,0.547181532933,2.48990975649,0.501913309097,0.501703262329,0.101684291175,0.237263346074,1
sshclient,2000,294,20180323_130727_2f68,2000,vagrant,80,17,0.93914270401,0.694283793954,2.14667114744,0.60188794136,0.601572751999,0.138273825347,0.322638925809,1
sshclient,2000,342,20180323_134932_1864,2000,vagrant,80,16,1.08201885223,0.773552194238,1.96171154678,0.697703480721,0.697374343872,0.146953258565,0.342890936651,1
sshclient,2000,108,20180323_165846_129b,2000,vagrant,80,17,0.380946159363,0.258838232826,3.35447799458,0.22989654541,0.229466438293,0.0559501960395,0.222546285431,1
sshclient,2000,364,20180323_140823_7b5e,2000,vagrant,80,19,1.14943480492,0.871730402896,1.73262905991,0.741856813431,0.741678714752,0.184504043656,0.430509435198,1
sshclient,2000,28,20180323_131208_2567,2000,vagrant,80,16,0.208588600159,0.0824604332447,4.0503966401,0.0696982145309,0.0694825649261,0.0361846409413,0.154705591966,1
sshclient,2000,104,20180323_165546_2533,2000,vagrant,80,20,0.368161439896,0.233330380917,3.45738449335,0.221802592278,0.221562147141,0.0334505245289,0.13766481499,1
sshclient,2000,194,20180323_180953_1de8,2000,vagrant,80,11,0.639986038208,0.428803248839,2.76612575271,0.4018907547,0.401510000229,0.0677282206701,0.158032514897,1
sshclient,2000,404,20180323_144436_a293,2000,vagrant,80,16,1.27012205124,0.959768846631,1.58383258283,0.821830391884,0.821639299393,0.204699550652,0.393619887928,1
sshclient,2000,282,20180323_125805_9778,2000,vagrant,80,8,0.903478145599,0.633434355259,2.28865317106,0.577951073647,0.577723264694,0.10923824358,0.254889235021,1
sshclient,2000,238,20180323_121933_7878,2000,vagrant,80,18,0.772927999496,0.505483203464,2.58720585858,0.489782810211,0.489501714706,0.064865044981,0.151351771622,1
sshclient,2000,88,20180323_164217_5422,2000,vagrant,80,14,0.324639797211,0.199427281107,3.5708965767,0.189816951752,0.189688444138,0.0347277914606,0.141726577483,1
sshclient,2000,272,20180323_124850_9c66,2000,vagrant,80,9,0.872741937637,0.68422876464,2.17013288251,0.558342456818,0.557721614838,0.144435530938,0.337016238856,1
