cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,mean_ql_max,mean_ql_mean,mean_ql_median,mean_ql_min,mean_ql_std,ql_switches_max,ql_switches_mean,ql_switches_median,ql_switches_min,ql_switches_std,segment_count,stalling_count_max,stalling_count_mean,stalling_count_median,stalling_count_min,stalling_count_std,stalling_time_max,stalling_time_mean,stalling_time_median,stalling_time_min,stalling_time_std,video_duration,watch_count
dashclient,2000,160,20180612_181612_d782,2000,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,6.6075639724731445,6.6075639724731445,6.6075639724731445,6.6075639724731445,0.0,65.15000009536743,1
dashclient,2000,110,20180612_180017_d311,2000,vagrant,150,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.0,1,1.0,1.0,1,0.0,60,1,1.0,1.0,1,0.0,5.804091453552246,5.804091453552246,5.804091453552246,5.804091453552246,0.0,65.14999985694885,1
dashclient,2500,10,20180612_201544_c3ec,2500,vagrant,150,2.216666666666667,2.216666666666667,2.216666666666667,2.216666666666667,0.0,5,5.0,5.0,5,0.0,60,1,1.0,1.0,1,0.0,5.0989062786102295,5.0989062786102295,5.0989062786102295,5.0989062786102295,0.0,64.15000009536743,1
dashclient,2000,80,20180612_175219_8ddd,2000,vagrant,150,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.0,2,2.0,2.0,2,0.0,60,1,1.0,1.0,1,0.0,5.283389329910278,5.283389329910278,5.283389329910278,5.283389329910278,0.0,64.15000009536743,1
dashclient,4000,210,20180613_032330_6733,4000,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,5.588696241378784,5.588696241378784,5.588696241378784,5.588696241378784,0.0,64.15000009536743,1
dashclient,1250,180,20180612_150221_ad9e,1250,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,9.212070226669312,9.212070226669312,9.212070226669312,9.212070226669312,0.0,68.16000008583069,1
dashclient,2750,80,20180612_221818_0491,2750,vagrant,150,2.066666666666667,2.066666666666667,2.066666666666667,2.066666666666667,0.0,4,4.0,4.0,4,0.0,60,1,1.0,1.0,1,0.0,5.678179979324341,5.678179979324341,5.678179979324341,5.678179979324341,0.0,65.15000009536743,1
dashclient,3000,140,20180612_234313_5399,3000,vagrant,150,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.0,2,2.0,2.0,2,0.0,60,1,1.0,1.0,1,0.0,6.522221088409424,6.522221088409424,6.522221088409424,6.522221088409424,0.0,65.14999985694885,1
dashclient,1500,70,20180612_153652_4bad,1500,vagrant,150,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.0,2,2.0,2.0,2,0.0,60,1,1.0,1.0,1,0.0,6.455078363418579,6.455078363418579,6.455078363418579,6.455078363418579,0.0,66.14999985694885,1
dashclient,3500,0,20180613_010531_83e5,3500,vagrant,150,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,0.0,5,5.0,5.0,5,0.0,60,1,1.0,1.0,1,0.0,5.151599645614624,5.151599645614624,5.151599645614624,5.151599645614624,0.0,65.16000008583069,1
dashclient,4750,100,20180613_071421_aa39,4750,vagrant,150,3.716666666666667,3.716666666666667,3.716666666666667,3.716666666666667,0.0,6,6.0,6.0,6,0.0,60,1,1.0,1.0,1,0.0,4.352655649185181,4.352655649185181,4.352655649185181,4.352655649185181,0.0,63.15000009536743,1
dashclient,4500,80,20180613_060243_124f,4500,vagrant,150,3.683333333333333,3.683333333333333,3.683333333333333,3.683333333333333,0.0,6,6.0,6.0,6,0.0,60,1,1.0,1.0,1,0.0,4.364046335220337,4.364046335220337,4.364046335220337,4.364046335220337,0.0,63.139999866485596,1
dashclient,4500,70,20180613_060004_77d5,4500,vagrant,150,4.116666666666666,4.116666666666666,4.116666666666666,4.116666666666666,0.0,6,6.0,6.0,6,0.0,60,1,1.0,1.0,1,0.0,4.572127819061279,4.572127819061279,4.572127819061279,4.572127819061279,0.0,64.1399998664856,1
dashclient,3750,200,20180613_021430_fda9,3750,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,5.546243667602539,5.546243667602539,5.546243667602539,5.546243667602539,0.0,64.14000010490417,1
dashclient,2750,100,20180612_222336_5890,2750,vagrant,150,1.8833333333333333,1.8833333333333333,1.8833333333333333,1.8833333333333333,0.0,4,4.0,4.0,4,0.0,60,1,1.0,1.0,1,0.0,5.176612377166748,5.1636974811553955,5.1636974811553955,5.150782585144043,0.012914896011352539,64.1399998664856,2
dashclient,2500,80,20180612_200507_196e,2500,vagrant,150,1.85,1.85,1.85,1.85,0.0,4,4.0,4.0,4,0.0,60,1,1.0,1.0,1,0.0,5.604077577590942,5.5904669761657715,5.5904669761657715,5.576856374740601,0.013610601425170898,65.14999985694885,2
dashclient,2750,180,20180612_224729_7d24,2750,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,6.073685884475708,6.073685884475708,6.073685884475708,6.073685884475708,0.0,65.15000009536743,1
dashclient,500,210,20180613_085520_dfb9,500,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,19.2733154296875,19.2733154296875,19.2733154296875,19.2733154296875,0.0,85.19000005722046,1
dashclient,4000,60,20180613_034444_fcfe,4000,vagrant,150,3.55,3.55,3.55,3.55,0.0,6,6.0,6.0,6,0.0,60,1,1.0,1.0,1,0.0,4.189636707305908,4.189636707305908,4.189636707305908,4.189636707305908,0.0,63.139999866485596,1
dashclient,1000,220,20180612_130529_4871,1000,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,11.395889043807983,11.395889043807983,11.395889043807983,11.395889043807983,0.0,70.16999983787537,1
dashclient,4000,40,20180613_033926_11ee,4000,vagrant,150,4.2,4.2,4.2,4.2,0.0,5,5.0,5.0,5,0.0,60,1,1.0,1.0,1,0.0,4.815636157989502,4.815636157989502,4.815636157989502,4.815636157989502,0.0,64.14000010490417,1
dashclient,500,240,20180613_090600_885d,500,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,19.69888949394226,19.69888949394226,19.69888949394226,19.69888949394226,0.0,87.20000004768372,1
dashclient,5000,190,20180613_084721_1c5a,5000,vagrant,150,1.7,1.7,1.7,1.7,0.0,5,5.0,5.0,5,0.0,60,1,1.0,1.0,1,0.0,4.903678894042969,4.903678894042969,4.903678894042969,4.903678894042969,0.0,64.15000009536743,1
dashclient,3750,20,20180613_021949_aff2,3750,vagrant,150,4.25,4.25,4.25,4.25,0.0,5,5.0,5.0,5,0.0,60,1,1.0,1.0,1,0.0,5.130807399749756,5.130807399749756,5.130807399749756,5.130807399749756,0.0,64.15000009536743,1
dashclient,1000,180,20180612_135600_7ead,1000,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,10.731934547424316,10.731934547424316,10.731934547424316,10.731934547424316,0.0,69.16000008583069,1
dashclient,3750,10,20180613_025417_ee8b,3750,vagrant,150,4.3,4.3,4.3,4.3,0.0,5,5.0,5.0,5,0.0,60,1,1.0,1.0,1,0.0,5.105407953262329,5.097572326660156,5.097572326660156,5.089736700057983,0.007835626602172852,64.15000009536743,2
dashclient,500,140,20180613_094032_d28d,500,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,18.19734501838684,18.19734501838684,18.19734501838684,18.19734501838684,0.0,81.19000005722046,1
dashclient,3250,190,20180613_010251_f631,3250,vagrant,150,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.0,1,1.0,1.0,1,0.0,60,1,1.0,1.0,1,0.0,5.708862781524658,5.708862781524658,5.708862781524658,5.708862781524658,0.0,64.15000009536743,1
dashclient,1250,50,20180612_142514_78e2,1250,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,7.231870412826538,7.202896237373352,7.202896237373352,7.173922061920166,0.028974175453186035,66.16000008583069,2
dashclient,4500,240,20180613_054649_09e5,4500,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,6.208747863769531,6.208747863769531,6.208747863769531,6.208747863769531,0.0,65.16000008583069,1
dashclient,3000,70,20180612_232200_1890,3000,vagrant,150,2.3666666666666667,2.3583333333333334,2.3583333333333334,2.35,0.008333333333333304,6,6.0,6.0,6,0.0,60,1,1.0,1.0,1,0.0,5.261537551879883,5.250297427177429,5.250297427177429,5.239057302474976,0.011240124702453613,64.15000009536743,2
dashclient,4500,200,20180613_053331_4216,4500,vagrant,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,60,1,1.0,1.0,1,0.0,8.259759187698364,8.259759187698364,8.259759187698364,8.259759187698364,0.0,67.15999984741211,1
dashclient,2000,0,20180612_172028_a911,2000,vagrant,150,1.4,1.4,1.4,1.4,0.0,4,4.0,4.0,4,0.0,60,1,1.0,1.0,1,0.0,6.006873607635498,5.9872883558273315,5.9872883558273315,5.967703104019165,0.019585251808166504,65.14999985694885,2
