cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,req_cnt,webc_max_domEnd,webc_max_levEnd,webc_max_respEnd,webc_mean_domEnd,webc_mean_levEnd,webc_mean_respEnd,webc_median_domEnd,webc_median_levEnd,webc_median_respEnd,webc_min_domEnd,webc_min_levEnd,webc_min_respEnd,webc_std_domEnd,webc_std_levEnd,webc_std_respEnd
webclient,250,60,20180318_105910_b9f6,250,vagrant,600,10,16683,50007,50002.994837,16567.8,49767.7,49763.9965477,16547.0,49745.0,49741.3721335,16533,49680,49677.157848,44.8481883692,88.2768939191,88.1151098932
webclient,2500,100,20180318_093207_afd5,2500,vagrant,300,54,1996,5378,5374.853472,1907.01851852,5277.05555556,5273.35114683,1905.0,5275.0,5271.038552,1892,5259,5256.950333,13.9569320899,18.90856818,18.9392380133
webclient,2500,40,20180318_091639_5c6d,2500,vagrant,300,56,1805,5655,5100.975414,1783.64285714,5099.10714286,5085.04819729,1783.0,5089.0,5085.09281,1765,5078,5073.7446,6.6047292889,75.1877836229,6.15759798551
webclient,2750,80,20180318_124638_d6be,2750,vagrant,300,60,2120,5209,5205.084288,1723.56666667,4774.03333333,4770.2057821,1717.0,4765.0,4761.3394095,1700,4755,4750.954077,52.4618485717,57.4186284135,57.409060353
webclient,3000,240,20180318_133814_24ef,3000,vagrant,300,56,2058,5311,5307.543345,2036.19642857,5111.89285714,5108.15404593,2040.0,5110.0,5107.0590225,1769,4881,4877.514023,36.7323425232,45.8166682752,45.8478235874
webclient,11000,20,20180403_214550_6b90,11000,vagrant,300,169,510,1745,1253.216933,488.017751479,1238.13017751,1232.58624358,488.0,1234.0,1231.583471,468,1221,1218.264183,7.75014668522,39.6215182776,6.36722080955
webclient,11500,140,20180404_004109_b359,11500,vagrant,300,144,983,2037,2033.626426,837.4375,1743.00694444,1740.12570709,835.0,1733.0,1729.850177,812,1688,1685.892749,20.2678997535,40.4511874101,40.40721799
webclient,11000,0,20180403_213532_05e0,11000,vagrant,300,153,868,1580,1578.568817,453.156862745,1178.91503268,1176.33716369,450.0,1176.0,1173.836805,435,1163,1161.131127,35.4343944369,34.2125130402,34.277229618
webclient,2000,240,20180318_061209_b889,2000,vagrant,600,83,2622,7134,7130.744818,2596.62650602,7013.65060241,7009.97989002,2595.0,7007.0,7003.701722,2576,6987,6983.164738,10.5997395323,25.1642477954,25.2099640899
webclient,4000,40,20180318_181138_957e,4000,vagrant,300,88,1198,3264,3261.233588,1176.5,3247.75,3244.64899618,1177.0,3247.0,3244.2883775,1161,3237,3233.760083,7.32678771235,5.23374105727,5.23737249969
webclient,12000,180,20180404_030532_96d1,12000,vagrant,300,141,1541,2652,2649.208783,1031.53900709,2033.27659574,2029.99735874,1027.0,2023.0,2018.394376,1004,1961,1958.71295,47.1398278748,70.7603192868,70.7805817148
webclient,2750,40,20180318_123620_4834,2750,vagrant,300,61,2177,5182,5177.605963,1646.62295082,4650.54098361,4646.80519111,1638.0,4642.0,4637.881661,1626,4632,4628.551742,68.6772360535,68.8299338642,68.7449445936
webclient,10500,20,20180403_193146_4d4b,10500,vagrant,300,148,908,1679,1675.770152,508.364864865,1292.70945946,1289.98331849,504.0,1291.0,1287.6875465,489,1275,1272.167444,33.7681179894,32.6182367699,32.5560846535
webclient,2500,120,20180318_093717_31e9,2500,vagrant,300,53,2510,5944,5939.665355,1955.58490566,5348.22641509,5344.474182,1945.0,5336.0,5332.339136,1933,5319,5315.365989,77.0832517262,83.3142814343,83.237230684
webclient,10000,60,20180403_173820_c0e3,10000,vagrant,300,143,938,1867,1864.200014,619.895104895,1490.2027972,1487.54322122,618.0,1483.0,1480.242998,570,1440,1437.488974,31.632220735,37.9020746781,37.8735303408
webclient,11500,80,20180404_002541_df2e,11500,vagrant,300,165,668,1488,1485.436258,621.751515152,1403.43636364,1399.48308905,622.0,1401.0,1398.171538,563,1365,1360.537442,16.1344375006,20.714887315,21.0452500075
webclient,5250,220,20180319_014907_36b3,5250,vagrant,300,80,1833,4260,4256.83681,1364.7,3583.225,3580.21713649,1370.5,3573.5,3570.462272,1293,3107,3104.600713,72.1594415167,259.755749455,259.65629416
webclient,500,60,20180319_002212_ab04,500,vagrant,600,22,8367,24952,24947.625935,8330.27272727,24857.3181818,24853.4235717,8332.5,24862.5,24858.1444765,8269,24695,24691.734743,17.7179462646,53.5243244309,53.3644041544
webclient,4250,240,20180318_191330_2f77,4250,vagrant,300,74,1626,4078,4075.092328,1520.90540541,3865.44594595,3862.26442559,1542.5,3858.0,3854.2685635,1423,3697,3694.488443,42.9736465186,81.5866546274,81.4058597913
webclient,3750,100,20180318_172003_d64a,3750,vagrant,300,78,1449,3755,3751.446062,1368.69230769,3679.28205128,3676.17404633,1369.0,3684.0,3680.806794,1353,3628,3625.124548,11.6391334732,19.2692776839,19.2449189019
webclient,11000,180,20180403_223724_1084,11000,vagrant,300,138,1451,2626,2623.052239,1039.71014493,2079.27536232,2076.02721327,1035.0,2063.0,2059.8568945,1019,2018,2015.35266,39.3851665777,62.959932982,62.878311609
webclient,7750,120,20180327_171946_c3c3,7750,vagrant,300,136,974,2313,2215.395142,858.161764706,2100.35294118,2096.23231531,851.5,2109.0,2105.8043625,818,1994,1991.151969,24.4577127821,65.7126688264,63.3002910061
webclient,6750,100,20180319_085708_f73a,6750,vagrant,300,124,1302,2741,2737.923788,919.991935484,2318.89516129,2315.59685953,914.0,2330.0,2326.9631115,876,2207,2203.699691,37.0253827424,57.5923968084,57.5344446811
webclient,7000,60,20180319_095351_d858,7000,vagrant,300,141,815,2204,2054.150769,778.340425532,2008.95035461,2004.87856814,778.0,2001.0,1998.225376,764,1984,1981.534032,6.68419304766,22.6178007601,15.5706970684
webclient,1500,60,20180318_020804_6737,1500,vagrant,600,69,2922,8443,8439.742505,2907.84057971,8430.8115942,8427.31091348,2908.0,8431.0,8427.52724,2896,8422,8418.116725,5.54461009569,4.42416081396,4.52665811929
webclient,9750,200,20180404_052954_5e85,9750,vagrant,300,118,1754,2954,2951.059209,1155.42372881,2334.52542373,2331.55244313,1146.0,2307.0,2302.871266,1127,2240,2236.416742,59.4466584398,101.518363694,101.527388077
webclient,2500,220,20180318_090619_4310,2500,vagrant,300,49,2223,6125,6120.793154,2159.7755102,5765.83673469,5762.07323188,2167.0,5753.0,5749.490904,2087,5665,5661.025085,25.2006359704,65.5374474473,65.3973038488
webclient,5500,240,20180319_030120_6c7a,5500,vagrant,300,85,1509,3553,3550.89459,1416.2,3365.38823529,3362.42947409,1399.0,3368.0,3365.309428,1380,3173,3170.95837,38.6166072169,58.3293073582,58.262968417
webclient,12000,60,20180404_023436_fe9a,12000,vagrant,300,134,623,1546,1341.058806,550.186567164,1279.55223881,1274.97264381,559.0,1284.0,1281.985122,482,1227,1224.344823,22.1191373582,34.6003984025,25.7282536592
webclient,250,240,20180318_103845_df9f,250,vagrant,600,10,16885,50234,50230.223716,16865.6,50171.0,50167.6196142,16866.0,50163.0,50160.0323635,16851,50144,50140.611554,10.4613574645,24.0374707488,23.8095053353
webclient,2000,100,20180318_065249_51cf,2000,vagrant,600,89,2323,6516,6512.183391,2309.64044944,6504.12359551,6500.2403107,2309.0,6504.0,6500.098026,2299,6493,6489.840918,5.48593132427,5.61862917569,5.68350025359
webclient,10500,240,20180403_194205_8803,10500,vagrant,300,97,1628,3824,3820.533813,1359.60824742,2935.27835052,2932.28981864,1348.0,2707.0,2703.705539,1325,2505,2502.917102,44.3285662711,409.342136087,409.322761432
webclient,5750,100,20180319_042858_0e3b,5750,vagrant,300,109,1204,2776,2773.392303,1005.28440367,2570.34862385,2567.18625094,1003.0,2569.0,2566.032254,971,2525,2520.988264,22.333622057,27.5029193269,27.5629210394
webclient,8250,220,20180327_190303_840c,8250,vagrant,300,89,1919,4050,4046.566203,1291.29213483,3223.04494382,3220.03525787,1280.0,3362.0,3359.069415,1246,2548,2545.492756,78.1440907996,308.619103085,308.537021157
webclient,9000,100,20180327_224956_73bb,9000,vagrant,300,124,1079,2195,2192.742722,762.951612903,1851.57258065,1848.47956538,756.5,1860.0,1857.072446,665,1719,1715.844997,39.0778492736,72.2012390863,72.2917359523
webclient,2750,200,20180318_121539_ab09,2750,vagrant,300,54,2173,5990,5986.279963,1979.57407407,5253.94444444,5250.2286235,1981.5,5241.0,5237.0817475,1820,5017,5013.196117,37.3777522717,123.949275268,123.920831619
webclient,3750,80,20180318_171453_c328,3750,vagrant,300,80,1343,3603,3600.31388,1327.4125,3587.0875,3583.98555526,1328.0,3588.0,3585.07757,1315,3568,3565.294712,6.66838389342,7.59307867403,7.40154863295
webclient,9250,0,20180404_031042_cd5f,9250,vagrant,300,139,547,1410,1407.313381,518.669064748,1388.67625899,1385.96511788,518.0,1388.0,1385.58326,502,1377,1373.396279,8.80842344496,6.58231315242,6.54668436501
webclient,1250,0,20180317_225446_8164,1250,vagrant,600,58,3354,9931,9926.835565,3332.56896552,9901.27586207,9897.40083034,3332.5,9898.5,9894.7991695,3320,9885,9881.02844,6.92101265504,11.164588575,11.2671968352
webclient,10500,180,20180403_202320_631d,10500,vagrant,300,136,1226,2395,2322.640365,1038.26470588,2086.56617647,2081.09799427,1036.0,2073.0,2069.842572,1019,2042,2039.522271,17.9268264695,44.6294716339,35.9924411764
webclient,1250,180,20180318_005651_09b0,1250,vagrant,600,55,4354,11095,11090.831855,3705.14545455,10490.1818182,10486.4327809,3693.0,10499.0,10495.541205,3675,10412,10408.442284,88.757159646,89.3328995508,89.2973767779
webclient,10250,240,20180403_183503_778b,10250,vagrant,300,92,1575,3778,3773.663103,1363.31521739,3098.7173913,3095.74462316,1354.0,2920.0,2917.203986,1329,2558,2556.136076,36.032270967,422.643886641,422.452044343
webclient,250,120,20180318_112941_12bd,250,vagrant,600,10,16854,49926,49921.806079,16680.6,49801.0,49797.5157039,16672.5,49800.5,49797.2075025,16524,49671,49666.944879,141.043397577,102.614813745,102.670144039
webclient,6000,0,20180319_045446_725c,6000,vagrant,300,136,777,2126,2122.887157,752.125,2108.47058824,2105.31661832,753.0,2108.0,2104.551687,738,2096,2092.336875,6.54446049994,6.08631683329,6.05271247723
webclient,1750,160,20180318_051106_81b6,1750,vagrant,600,77,2741,7650,7646.139995,2722.5974026,7564.97402597,7561.32268762,2722.0,7564.0,7559.950174,2708,7551,7547.963771,6.7154788058,12.0431842296,12.0750893652
webclient,12000,20,20180404_021359_4693,12000,vagrant,300,142,577,1257,1254.209211,458.225352113,1142.61971831,1139.32781173,458.0,1141.0,1138.3822245,442,1132,1129.447212,12.0821101402,13.9903046883,11.5566331374
webclient,3500,140,20180318_162319_7090,3500,vagrant,300,70,1539,4111,4107.905059,1522.78571429,4063.61428571,4060.03280391,1523.0,4069.0,4065.127743,1511,3997,3993.900217,6.32205404492,23.7771155629,23.7273184875
webclient,8750,160,20180327_215822_408c,8750,vagrant,300,128,1127,2667,2388.025508,957.1796875,2202.6328125,2195.71222736,955.0,2225.0,2221.8021075,937,2067,2064.495595,17.2112034705,79.2098548846,68.0316541198
webclient,6750,180,20180319_091746_bdc8,6750,vagrant,300,106,1677,3290,3287.437134,1091.26415094,2629.62264151,2626.49268573,1078.5,2619.0,2616.115263,1056,2465,2462.762989,63.3743448311,85.8123724235,85.8046076599
webclient,6500,200,20180319_071358_bdf6,6500,vagrant,300,102,1415,3189,3184.840144,1186.67647059,2800.64705882,2797.57478761,1180.0,2797.5,2794.573939,1168,2627,2624.428914,28.6168611222,80.7697826261,80.7345450357
webclient,500,160,20180319_011312_2d03,500,vagrant,600,22,8549,25246,25242.966558,8536.13636364,25174.7727273,25170.7399979,8535.5,25170.5,25163.0768125,8528,25159,25155.475349,4.67386791879,18.8316267298,19.1237057766
webclient,10000,180,20180403_180916_63bb,10000,vagrant,300,133,1711,2984,2979.97916,1050.01503759,2161.7518797,2158.65949984,1044.0,2148.0,2144.583545,1019,2107,2104.03938,59.6550214012,80.1984761649,80.1091886497
webclient,7750,60,20180327_170419_f939,7750,vagrant,300,131,1373,2481,2477.619024,732.427480916,1840.13740458,1837.32551021,726.0,1833.0,1830.354009,710,1813,1810.338726,59.337182521,59.3047200674,59.2398875344
webclient,10250,80,20180403_185031_d8c2,10250,vagrant,300,138,749,1670,1666.913604,669.601449275,1546.76086957,1543.57848561,678.0,1545.0,1542.1107485,621,1489,1486.300173,21.8998179647,30.8419426322,31.2974325699
webclient,6250,140,20180319_065321_c3fc,6250,vagrant,300,106,1560,3207,3204.350628,1054.31132075,2660.30188679,2657.1407224,1053.0,2678.0,2675.198934,909,2449,2445.574737,60.4649225003,84.1282903768,84.1115089671
webclient,4750,200,20180318_211206_9b58,4750,vagrant,300,84,1444,3553,3549.799787,1345.48809524,3426.63095238,3422.27067785,1348.0,3446.0,3442.2522295,1225,3277,3273.600895,43.1775112451,61.765258335,60.3829283941
webclient,3000,140,20180318_140912_65d4,3000,vagrant,300,61,1834,4787,4783.141814,1716.08196721,4653.16393443,4649.3855429,1714.0,4663.0,4660.004908,1702,4572,4568.355878,16.3268812658,35.3002021672,35.2518618331
webclient,5500,200,20180319_024551_0edf,5500,vagrant,300,91,2008,3882,3879.230783,1266.57142857,3154.54945055,3151.53970908,1276.0,3163.0,3160.307996,1187,2898,2895.026264,86.2149298482,105.924321288,105.880095151
webclient,7750,100,20180327_171437_8ad5,7750,vagrant,300,134,1241,2453,2449.250457,851.753731343,2032.67164179,2029.72490245,850.0,2034.0,2031.329791,757,1910,1907.472666,39.7937662123,48.0590085238,47.8764406669
webclient,4500,180,20180318_210148_6531,4500,vagrant,300,79,1484,3635,3632.240069,1440.36708861,3564.26582278,3561.15505629,1454.0,3589.0,3586.065937,1279,3307,3304.769046,43.7823087835,71.181121957,71.2835882945
webclient,2750,100,20180318_125148_16a7,2750,vagrant,300,59,1801,5007,5003.191689,1758.22033898,4837.88135593,4833.97309568,1757.0,4829.0,4825.340336,1740,4817,4813.030158,8.7567268024,27.8209071157,27.8213399311
webclient,6500,240,20180319_072926_5db5,6500,vagrant,300,92,1477,3318,3315.066172,1381.11956522,3120.13043478,3117.14458675,1378.0,3116.5,3113.4296735,1356,2979,2975.647089,18.0902582427,51.5094371664,51.4499218402
webclient,8500,120,20180327_204101_e737,8500,vagrant,300,133,1136,2471,2285.053481,801.533834586,2019.23308271,2013.10153273,791.0,2035.0,2032.346548,773,1855,1851.343832,38.3528432394,75.8909870344,64.8389378383
webclient,11000,60,20180403_220628_be89,11000,vagrant,300,139,620,1432,1428.941675,580.071942446,1372.62589928,1369.77643746,582.0,1373.0,1370.868581,540,1331,1328.715804,13.5628779695,18.0288631024,17.6909031272
webclient,8500,140,20180327_204611_d6b0,8500,vagrant,300,137,1030,2631,2353.045241,869.335766423,2095.10948905,2087.00675614,858.0,2097.0,2092.609599,840,1939,1935.788784,32.4157025507,94.7245471721,83.4606086292
webclient,1500,140,20180318_024844_17a9,1500,vagrant,600,67,3085,8687,8683.574173,3067.80597015,8672.23880597,8668.5478647,3067.0,8672.0,8667.887259,3054,8662,8659.090982,6.70984753251,4.77271333773,4.86275828358
webclient,6000,160,20180319_055128_38f8,6000,vagrant,300,106,1297,3083,3080.311257,1088.24528302,2718.6509434,2715.48344575,1089.0,2721.0,2717.8336375,1036,2564,2559.032178,36.2927851141,69.0646460159,69.1538486153
webclient,12000,220,20180404_021907_5034,12000,vagrant,300,116,1477,3478,3473.57284,1242.81034483,2446.07758621,2442.99918044,1236.0,2401.0,2397.649417,1192,2261,2257.617829,38.8591430224,213.461421487,213.236858208
webclient,4000,60,20180318_181647_61d0,4000,vagrant,300,87,1306,3394,3390.607785,1218.89655172,3310.90804598,3307.89531452,1219.0,3310.0,3306.716519,1203,3298,3295.278146,12.2980556194,10.6237991169,10.5617171631
webclient,12000,200,20180404_020849_f45b,12000,vagrant,300,118,1863,3843,3839.763891,1155.8220339,2404.78813559,2401.67597581,1137.0,2271.0,2267.5046125,1124,2130,2127.891711,87.4910776425,320.739263971,320.556646514
webclient,2250,180,20180318_084541_92d0,2250,vagrant,300,47,2263,6159,6154.9952,2248.23404255,6089.91489362,6086.07145079,2248.0,6085.0,6080.756093,2235,6074,6070.998478,6.42539100874,17.6174838052,17.6111104213
webclient,8500,80,20180327_203043_2e10,8500,vagrant,300,139,1097,2190,2186.857214,744.107913669,1805.62589928,1802.72112271,744.0,1814.0,1809.747535,674,1700,1697.641138,38.6516802147,48.6615492929,48.4920283749
webclient,8000,20,20180327_175048_29ce,8000,vagrant,300,143,652,1673,1668.922745,624.230769231,1652.8041958,1649.83575236,623.0,1652.0,1649.258266,609,1642,1639.020084,7.69587329949,6.41050137273,6.08823673671
webclient,4250,120,20180318_193918_6184,4250,vagrant,300,85,1302,3425,3421.020553,1284.10588235,3367.14117647,3364.04980979,1284.0,3361.0,3358.082373,1272,3312,3307.875365,7.38364413363,27.3487941195,27.357924478
webclient,7250,200,20180327_142428_e42f,7250,vagrant,300,92,1448,3719,3715.248913,1197.82608696,3075.88043478,3072.69927,1183.5,3267.5,3263.980199,1154,2528,2526.098974,48.4412707386,310.382822614,310.417259323
webclient,4750,240,20180318_212735_5d83,4750,vagrant,300,79,1524,3812,3809.275417,1469.92405063,3619.72151899,3616.61828194,1465.0,3594.0,3590.688051,1405,3466,3463.354004,26.866652499,89.4489369514,89.4170122626
webclient,7000,0,20180319_092255_b894,7000,vagrant,300,138,679,2308,1826.759303,659.224637681,1818.94927536,1812.51505192,659.0,1815.0,1812.631589,643,1801,1798.977387,7.03203654088,42.2098488514,5.8304991358
webclient,11750,220,20180404_011205_d735,11750,vagrant,300,115,1462,3161,3096.783725,1244.46956522,2499.17391304,2490.63358293,1239.0,2423.0,2419.993391,1225,2274,2271.169891,25.8945425639,204.68241618,194.974985525
webclient,5250,140,20180319_022513_38d3,5250,vagrant,300,97,1352,3130,3127.092362,1202.16494845,2962.69072165,2959.58997294,1199.0,2958.0,2954.833752,1167,2847,2843.629471,22.8399543269,34.0731054037,33.9917318179
webclient,4000,220,20180318_180118_8948,4000,vagrant,300,70,1944,5134,5131.284401,1547.0,4094.68571429,4091.01457674,1585.0,4028.0,4024.4018905,1362,3800,3797.09577,87.6784710503,222.206566886,222.071290002
webclient,8500,180,20180327_205630_2bfc,8500,vagrant,300,123,1233,2531,2527.657091,1054.03252033,2323.80487805,2320.72166011,1052.0,2315.0,2311.801634,1035,2227,2223.987697,20.2013985507,42.2727609421,42.2331939589
webclient,5500,140,20180319_033216_34eb,5500,vagrant,300,99,1220,2937,2934.00037,1172.54545455,2872.8989899,2869.67333022,1177.0,2877.0,2873.242577,1022,2680,2676.083206,26.4969114752,36.21972646,36.2690418566
webclient,7500,180,20180327_162813_6f3c,7500,vagrant,300,111,1263,2683,2678.663633,1071.0,2487.87387387,2484.78791798,1066.0,2476.0,2472.533177,1051,2344,2340.822921,22.7877001753,62.0443196893,61.8821934875
webclient,5250,100,20180319_021455_1fda,5250,vagrant,300,105,1134,2824,2821.123085,1061.60952381,2748.54285714,2745.43752815,1061.0,2753.0,2750.451306,1051,2696,2693.568905,8.99893669708,21.1006786492,21.027507761
webclient,6250,160,20180319_065830_ca33,6250,vagrant,300,104,1730,3339,3336.302807,1066.59615385,2685.60576923,2682.42966274,1068.0,2709.5,2706.6284245,1006,2474,2470.751503,78.0938192214,128.875194417,128.906376353
webclient,1250,140,20180318_003629_f66d,1250,vagrant,600,56,3954,10653,10650.174788,3613.73214286,10314.6785714,10311.0079278,3608.0,10309.0,10305.063931,3593,10285,10281.678825,46.3867634566,45.9584855925,46.0641429578
webclient,8750,140,20180327_215313_6eed,8750,vagrant,300,134,1032,2529,2229.017952,858.223880597,2049.0,2041.32502738,853.0,2050.0,2046.51016,838,1934,1931.555467,19.4393975212,68.0198610153,54.7290276823
webclient,1750,60,20180318_042017_7c56,1750,vagrant,600,80,2536,7280,7276.070829,2520.4625,7262.525,7258.79834249,2520.0,7262.0,7258.8397645,2504,7252,7248.195747,6.5649519229,5.15745819178,5.25103717332
webclient,3750,0,20180318_163847_5a90,3750,vagrant,300,86,1183,3355,3351.924142,1164.87209302,3338.5,3335.43389494,1167.0,3339.0,3336.1026825,1146,3324,3321.406057,6.99633876284,5.74405658455,5.78046393655
webclient,11500,220,20180404_000503_7745,11500,vagrant,300,113,1464,2945,2942.582029,1245.02654867,2532.90265487,2529.87951735,1239.0,2439.0,2436.528296,1222,2301,2298.600376,24.4986762066,191.882198587,191.573761397
webclient,11250,60,20180403_231330_49fc,11250,vagrant,300,141,766,1555,1552.249408,569.382978723,1344.02836879,1341.22164091,574.0,1346.0,1343.307496,527,1292,1289.471491,25.1101571872,29.9273217192,29.7170518931
webclient,11750,0,20180404_005638_86f1,11750,vagrant,300,120,460,1134,1130.793715,427.166666667,1106.0,1103.28175881,425.5,1105.0,1102.189021,415,1094,1091.05445,8.46889734394,7.62452184293,7.50208168622
webclient,2000,80,20180318_064239_8210,2000,vagrant,600,90,2285,6459,6455.068563,2268.8,6446.17777778,6442.30042859,2269.0,6446.0,6441.767643,2257,6437,6433.288228,5.60396684898,4.60573984352,4.66012305549
webclient,3750,220,20180318_165415_afbf,3750,vagrant,300,68,1761,4317,4312.875273,1694.67647059,4204.82352941,4201.21779762,1699.0,4211.0,4206.9904865,1448,4029,4024.713864,49.7314674842,51.9750905204,51.8970249194
webclient,6000,80,20180319_053051_4fec,6000,vagrant,300,116,1076,2655,2653.156317,916.879310345,2435.24137931,2431.92827875,914.0,2456.0,2452.4676095,902,2341,2338.035211,18.2592230697,49.3884358742,49.3704693503
webclient,9250,140,20180404_040215_0b91,9250,vagrant,300,136,1190,2365,2362.024986,856.080882353,1959.16176471,1954.9700694,851.0,1957.0,1953.9467225,828,1865,1862.758738,34.5149275351,51.202628119,49.1295485756
webclient,7000,180,20180319_102447_df72,7000,vagrant,300,111,1283,2795,2792.333385,1078.83783784,2580.0990991,2577.2237785,1072.0,2580.0,2577.095937,1054,2424,2421.17263,27.3764351026,58.9279534082,58.866899074
webclient,10250,40,20180403_184013_5122,10250,vagrant,300,163,579,2105,1402.631834,554.153374233,1381.09202454,1373.75190577,553.0,1375.0,1372.288626,538,1364,1361.791689,6.36187149037,57.3549715236,7.2914762851
webclient,11250,120,20180403_232857_6e0c,11250,vagrant,300,142,1045,2090,1954.213125,740.605633803,1603.24647887,1597.18956296,737.0,1587.5,1584.699777,715,1555,1552.269103,30.4172758886,60.9534787531,45.0692278651
webclient,3500,60,20180318_160241_dde6,3500,vagrant,300,76,1382,4399,3759.975413,1363.05263158,3755.84210526,3744.1757455,1363.0,3747.0,3743.8263365,1344,3736,3731.979788,7.95860133315,74.4661796479,5.59556949769
webclient,4500,80,20180318_203601_c071,4500,vagrant,300,94,1163,3516,3084.151028,1147.30851064,3057.45744681,3049.37177934,1148.0,3051.5,3048.7416675,1132,3027,3024.171248,7.43915259951,48.5703405018,9.13165267249
webclient,5750,180,20180319_044936_2ebd,5750,vagrant,300,98,1234,3039,3034.540447,1155.5,2897.90816327,2894.85675932,1167.5,2874.0,2870.7725315,1098,2702,2699.299789,35.9890147639,88.6950849632,88.6047420161
webclient,8250,160,20180327_194418_ab9f,8250,vagrant,300,128,1603,2839,2835.631249,968.6015625,2245.0546875,2241.89998765,959.0,2239.0,2235.7522895,945,2114,2110.923453,59.9269529098,94.944581582,94.9586892872
webclient,3750,20,20180318_164906_0d17,3750,vagrant,300,84,1640,3822,3819.458705,1210.16666667,3398.03571429,3394.85981973,1205.0,3392.0,3389.1547755,1188,3382,3377.771995,47.601228809,46.8826921126,46.9499894075
webclient,9750,140,20180404_061618_fc77,9750,vagrant,300,145,1122,2463,2176.160397,852.689655172,1873.05517241,1866.11629466,848.0,1859.0,1855.8549,819,1814,1810.510252,31.9582739255,65.6653773582,43.4519130458
webclient,4750,20,20180318_211716_79d4,4750,vagrant,300,106,1246,2973,2971.137069,972.29245283,2705.25471698,2702.07271986,969.0,2703.0,2699.39484,957,2690,2686.03316,27.8089733655,26.7342128765,26.8650748297
webclient,10500,200,20180403_192636_cbfb,10500,vagrant,300,111,1396,3621,3617.005155,1158.87387387,2577.04504505,2574.04614353,1147.0,2455.0,2452.271291,1120,2217,2214.365779,47.8695895712,290.811953959,290.707414135
webclient,12000,120,20180404_025004_b8e7,12000,vagrant,300,157,889,1915,1729.947743,736.49044586,1559.63057325,1554.09369304,737.0,1557.0,1554.311907,709,1504,1501.17653,19.9699193644,46.6471081188,37.2021284644
webclient,8000,240,20180327_180107_5122,8000,vagrant,300,104,1602,3110,3107.963691,1364.75961538,2767.82692308,2762.15023931,1359.5,2739.0,2735.028176,1333,2682,2678.824613,26.1851746048,82.5114726647,78.6980706366
webclient,1750,200,20180318_032927_1af5,1750,vagrant,600,75,2827,7757,7753.121574,2803.13333333,7700.88,7697.20142207,2804.0,7701.0,7697.607326,2787,7675,7670.822926,7.27247474309,15.7539074518,15.7120767339
webclient,9000,80,20180327_224446_2763,9000,vagrant,300,157,1312,2285,2281.238572,727.057324841,1723.70700637,1720.94456806,724.0,1720.0,1717.289835,662,1635,1632.140132,49.535066655,50.8711700099,50.7863962729
webclient,3750,140,20180318_173022_cca7,3750,vagrant,300,75,1475,3888,3883.708887,1454.85333333,3813.81333333,3810.66445551,1455.0,3811.0,3807.918926,1440,3763,3759.543805,7.65540041772,26.2412872313,26.1667251046
webclient,4500,120,20180318_204619_0cae,4500,vagrant,300,89,1254,3556,3275.631826,1237.19101124,3233.30337079,3226.03396447,1237.0,3243.0,3238.783214,1218,3156,3152.904458,6.9296244114,47.0159916601,32.5451698896
webclient,11250,100,20180403_232348_02da,11250,vagrant,300,167,811,1774,1770.680055,651.520958084,1477.81437126,1473.47783215,649.0,1468.0,1464.738644,621,1443,1441.091222,20.7372609545,36.3559618375,34.492393236
webclient,2250,220,20180318_075906_6151,2250,vagrant,300,44,2355,6564,6559.538785,2342.43181818,6391.93181818,6388.12365275,2347.0,6426.0,6422.086961,2317,6267,6263.436494,9.76170096782,69.5297182137,69.4449573961
webclient,3250,200,20180318_142950_1299,3250,vagrant,300,62,1829,4745,4741.296122,1792.40322581,4589.5,4585.59014781,1799.0,4597.5,4593.540361,1673,4431,4428.348209,29.4303221281,51.5478950479,51.464637669
webclient,3000,0,20180318_131736_d77e,3000,vagrant,300,69,1465,4174,4170.509964,1433.56521739,4157.39130435,4153.40306238,1432.0,4157.0,4152.672694,1419,4145,4142.349727,6.98959529186,6.34335756955,5.920192384
webclient,8750,60,20180327_213236_f899,8750,vagrant,300,162,972,2030,2027.329772,670.790123457,1659.82716049,1656.99520733,667.5,1655.0,1651.9429635,654,1638,1634.763929,25.1755397894,31.8512321693,31.7714239528
webclient,7500,60,20180327_155717_6b47,7500,vagrant,300,150,907,2215,2069.388127,742.966666667,1899.52,1894.66438161,741.0,1896.0,1893.749392,725,1868,1866.102579,15.3311955031,32.3775065954,19.4863142472
webclient,11750,140,20180404_014811_68ff,11750,vagrant,300,167,980,1846,1842.994876,829.107784431,1709.94011976,1707.04905357,826.0,1705.0,1701.928861,810,1666,1664.025883,16.9211025603,23.5404354883,23.4442392676
webclient,2750,180,20180318_131227_9a01,2750,vagrant,300,55,1945,5259,5254.564059,1918.70909091,5209.36363636,5205.54920373,1920.0,5219.0,5215.380436,1819,5036,5032.861574,15.7972065739,35.0834660029,35.0313787425
webclient,3250,140,20180318_151615_8e76,3250,vagrant,300,66,1995,4674,4669.895498,1614.65151515,4311.01515152,4307.26897664,1608.5,4302.0,4298.4247255,1594,4256,4252.311913,47.6468996175,50.0480049626,50.0093403346
webclient,1500,220,20180318_013732_9cf8,1500,vagrant,600,65,3242,9285,9281.442875,3225.83076923,8929.98461538,8922.85355678,3228.0,8915.0,8911.235987,3206,8906,8902.32217,7.73716153632,58.854838977,53.3881658457
