cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,req_cnt,webc_max_domEnd,webc_max_levEnd,webc_max_respEnd,webc_mean_domEnd,webc_mean_levEnd,webc_mean_respEnd,webc_median_domEnd,webc_median_levEnd,webc_median_respEnd,webc_min_domEnd,webc_min_levEnd,webc_min_respEnd,webc_std_domEnd,webc_std_levEnd,webc_std_respEnd
webclient,8250,20,20180327_185750_4188,8250,vagrant,300,133,649,1653,1650.73963,610.932330827,1607.17293233,1604.45159367,611.0,1607.0,1604.428753,595,1596,1593.41696,7.48150148647,7.11401378642,7.11630295801
webclient,10750,140,20180403_212003_a3ef,10750,vagrant,300,146,979,2116,2040.615118,830.931506849,1781.33561644,1775.90893449,826.0,1772.0,1767.3985455,808,1711,1708.353739,18.7191417429,45.6961791211,36.3922229654
webclient,8000,180,20180327_184221_20f1,8000,vagrant,300,119,1464,2905,2901.246583,1066.34453782,2412.31932773,2409.22472874,1058.0,2407.0,2404.504821,1043,2277,2274.063199,44.160980719,81.7833716506,81.7406108763
webclient,5000,120,20180318_230023_ae5a,5000,vagrant,300,97,1287,3118,3114.528737,1161.10309278,2975.11340206,2972.07097352,1161.0,2981.0,2978.018697,1089,2877,2873.535764,17.4406117693,27.6818732936,27.6618330654
webclient,1000,40,20180317_213316_e685,1000,vagrant,600,46,4234,12476,12473.205294,4222.43478261,12465.4782609,12462.0594265,4224.0,12467.0,12463.215462,4196,12439,12435.743632,8.05592456549,7.84285642961,7.82018018268
webclient,1250,160,20180318_004640_5b62,1250,vagrant,600,56,3670,10387,10383.663603,3648.64285714,10369.1428571,10365.3902801,3648.5,10368.0,10364.45954,3630,10361,10357.248933,7.22453303342,5.65820697063,5.57890961757
webclient,9500,220,20180404_043311_4401,9500,vagrant,300,95,1515,3797,3502.572547,1269.70526316,3019.46315789,3010.03648247,1262.0,3297.0,3281.711907,1237,2417,2414.710387,40.9600251039,387.822770443,379.71388758
webclient,8750,200,20180327_210648_4702,8750,vagrant,300,117,1341,2717,2714.765731,1154.58974359,2443.01709402,2440.00585709,1152.0,2435.0,2432.965367,1138,2372,2368.648069,19.3568176758,44.5152394737,44.5895920665
webclient,6000,220,20180319_051013_5279,6000,vagrant,300,86,1799,4296,4292.390948,1307.8255814,3323.26744186,3320.19773409,1293.0,3082.5,3079.653684,1276,2882,2879.119915,68.6035445319,363.419017063,363.431427047
webclient,10750,240,20180403_204907_51ac,10750,vagrant,300,112,1878,3166,3163.492255,1342.83035714,2569.75892857,2566.89288984,1339.0,2560.0,2557.211254,1300,2418,2415.35738,57.6855528448,85.9807126976,86.0582804997
webclient,3000,160,20180318_141422_9f6e,3000,vagrant,300,61,1784,5217,4779.648725,1756.0,4703.37704918,4691.59080105,1754.0,4686.0,4682.45619,1745,4627,4623.308128,7.89272335555,75.8633724306,36.9648188879
webclient,9000,60,20180327_223937_73ce,9000,vagrant,300,139,725,1973,1674.211127,656.223021583,1623.4676259,1618.06388431,655.0,1619.0,1616.446583,640,1601,1598.470751,9.55637808446,32.4035485574,12.7596632153
webclient,11750,80,20180404_013243_bcf4,11750,vagrant,300,153,762,1949,1521.553022,612.928104575,1383.26797386,1376.09940841,611.0,1378.0,1374.794954,582,1340,1337.335456,20.1906289579,51.7452288901,24.1259457144
webclient,12000,40,20180404_022927_450d,12000,vagrant,300,150,1119,1832,1829.829445,501.8,1209.35333333,1206.79669001,497.0,1204.0,1201.243894,481,1192,1189.374613,51.0432496353,51.7329213901,51.748970973
webclient,250,40,20180318_104900_08e4,250,vagrant,600,10,16540,49746,49742.270268,16496.9,49685.4,49681.7793818,16525.5,49728.5,49724.4324045,16229,49277,49273.335355,89.6632031549,136.282940972,136.292409275
webclient,5250,240,20180319_015417_708b,5250,vagrant,300,78,1716,4074,4070.54222,1457.67948718,3657.14102564,3654.01248044,1465.0,3794.0,3791.3694945,1391,3229,3226.286705,52.7751625706,222.35601647,222.374785943
webclient,6250,240,20180319_062225_8736,6250,vagrant,300,91,1462,3556,3552.7688,1390.76923077,3144.0,3141.01644626,1385.0,3143.0,3140.448874,1362,3012,3009.983576,23.0723072307,79.9960163843,79.963349135
webclient,7250,180,20180327_152111_2adc,7250,vagrant,300,104,1323,2728,2725.483779,1100.10576923,2636.0,2632.85918566,1101.0,2668.5,2665.373783,1053,2404,2401.537553,28.7933346551,83.4771963334,83.299191324
webclient,9000,120,20180327_225505_5b56,9000,vagrant,300,143,920,2389,2014.143529,776.097902098,1852.34265734,1846.06431264,772.0,1849.0,1846.197923,745,1772,1768.030627,20.0740986387,60.4055183066,40.6043599128
webclient,10750,100,20180403_210944_86a4,10750,vagrant,300,156,782,1689,1686.219389,671.230769231,1557.33974359,1553.92885745,668.0,1540.5,1536.2591815,648,1495,1492.144475,16.9565228935,46.287908483,46.5179980415
webclient,3000,20,20180318_132755_7a48,3000,vagrant,300,67,1489,4226,4222.240172,1472.31343284,4210.71641791,4206.99433179,1472.0,4210.0,4206.537404,1459,4198,4193.81678,6.44890122592,5.85344896455,5.91450431879
webclient,500,220,20180318_235133_e9a5,500,vagrant,600,22,8692,25387,25383.952957,8679.36363636,25369.2272727,25365.6951225,8678.0,25368.0,25364.657928,8668,25361,25357.685857,5.36440672434,5.98431144503,6.04148497586
webclient,1250,20,20180317_231507_f0ee,1250,vagrant,600,58,3389,10326,9966.242115,3367.48275862,9954.25862069,9943.93829778,3368.0,9948.5,9944.429584,3353,9932,9929.285881,7.45154781262,49.6236040696,6.29658815137
webclient,1750,120,20180318_045046_b3e0,1750,vagrant,600,78,2657,7742,7449.909348,2639.98717949,7446.84615385,7439.25683487,2641.5,7443.0,7439.1485925,2624,7425,7421.66279,7.37892631642,33.9713593257,4.8239317764
webclient,10250,100,20180403_185540_01bf,10250,vagrant,300,125,788,2197,1749.413529,691.688,1624.008,1616.61227163,692.0,1605.0,1602.413955,650,1551,1549.081491,16.4698104421,71.3059319833,49.2805101289
webclient,8250,80,20180327_192341_5176,8250,vagrant,300,125,1308,2443,2439.143363,755.376,1853.992,1851.20015433,753.0,1859.0,1856.422346,701,1757,1755.140921,53.0529794074,60.4761765987,60.4454244146
webclient,2000,180,20180318_073328_f649,2000,vagrant,600,86,2822,7123,7120.06134,2476.34883721,6767.8255814,6764.17000606,2471.5,6757.5,6753.8578925,2457,6732,6727.689442,38.2393829138,44.281129337,44.3146307162
webclient,6500,100,20180319_075004_0771,6500,vagrant,300,121,1005,2408,2405.719468,932.52892562,2341.45454545,2338.14210436,932.0,2350.0,2345.52975,875,2276,2271.849707,11.5258060296,25.4931525404,25.5569284913
webclient,11750,200,20180404_010147_5323,11750,vagrant,300,128,1338,2510,2506.821335,1129.40625,2214.796875,2211.78897117,1127.0,2207.5,2203.8911905,1101,2155,2151.840491,21.0325036773,50.9686422247,51.0551940745
webclient,5750,0,20180319_034745_1b9b,5750,vagrant,300,131,1433,2838,2834.63897,786.625954198,2200.54198473,2197.26354764,781.0,2195.0,2191.850454,769,2182,2179.278448,57.1064809463,56.2321061672,56.2320830545
webclient,7750,0,20180327_163323_3d1e,7750,vagrant,300,138,1232,2270,2267.055789,605.673913043,1649.94927536,1647.19106001,600.0,1645.0,1642.17969,588,1630,1627.373381,53.9961301678,53.4127111919,53.3889267893
webclient,4000,100,20180318_182705_9360,4000,vagrant,300,83,1319,4115,3474.993025,1300.42168675,3456.48192771,3445.3105988,1300.0,3446.0,3442.161228,1287,3418,3414.565294,7.03711414346,74.2667548652,15.1346269202
webclient,2250,60,20180318_081442_2232,2250,vagrant,300,50,2283,5979,5975.802163,2010.58,5705.16,5701.29318662,2004.0,5699.0,5695.40187,1995,5684,5680.42655,39.3034807619,39.7579476331,39.8120961054
webclient,8000,220,20180327_175557_971c,8000,vagrant,300,92,1523,3621,3616.847179,1279.26086957,3108.18478261,3098.06894855,1270.0,3341.5,3338.83735,1244,2534,2531.307808,42.743387377,340.263035381,342.350571002
webclient,2000,20,20180318_055148_cb35,2000,vagrant,600,93,2172,6281,6277.824884,2149.49462366,6255.6344086,6251.8017472,2149.0,6254.0,6250.005463,2138,6244,6239.595057,6.44517600036,8.73232155294,8.74236098493
webclient,4250,160,20180318_194937_bd39,4250,vagrant,300,80,1454,3617,3614.251527,1417.225,3564.4,3561.37570769,1424.0,3582.5,3579.5401055,1253,3337,3333.2437,28.5595758897,45.4548127265,45.5586577593
webclient,250,180,20180318_120017_64ac,250,vagrant,600,10,16881,50258,50254.634414,16746.1,50007.5,50004.2413667,16729.5,49975.5,49972.582349,16652,49926,49922.843194,67.5358423358,91.3840795763,91.2687510341
webclient,8750,80,20180327_213745_bd59,8750,vagrant,300,135,915,2399,1915.278479,729.555555556,1756.05185185,1748.64388403,733.0,1753.0,1750.030211,651,1665,1662.019537,29.1511175484,65.5413150467,34.7863909358
webclient,10750,40,20180403_205417_247d,10750,vagrant,300,144,558,1356,1352.843722,536.763888889,1324.27777778,1321.58893514,536.0,1323.0,1320.372087,525,1311,1308.317661,6.32893060906,9.19045734296,9.15274363195
webclient,7250,20,20180327_142938_3fd4,7250,vagrant,300,144,701,1887,1827.050115,680.138888889,1812.05555556,1808.8007804,680.5,1812.0,1808.963832,665,1800,1797.103735,7.47087968113,9.01447738192,6.39170272492
webclient,5000,140,20180318_230532_4c79,5000,vagrant,300,92,1262,3690,3146.050835,1234.48913043,3108.52173913,3099.33897791,1244.0,3124.0,3120.4012905,1095,2858,2855.244397,26.1523523612,77.5948897719,48.0432180384
webclient,3500,160,20180318_162828_5c2e,3500,vagrant,300,68,1598,4298,4294.352528,1579.36764706,4195.55882353,4191.79550924,1585.0,4215.5,4211.437687,1472,4040,4035.977706,19.9874257617,52.1111319125,52.0008047794
webclient,3000,120,20180318_140402_0fc2,3000,vagrant,300,63,1809,4719,4715.518457,1675.74603175,4536.95238095,4533.1033757,1672.0,4527.0,4523.399188,1659,4506,4502.374934,19.2378333054,30.5751369951,30.6087568448
webclient,3750,240,20180318_165925_c8fd,3750,vagrant,300,67,2212,4856,4852.428398,1737.32835821,4298.02985075,4294.290076,1730.0,4294.0,4290.249531,1639,4152,4147.573018,62.5494164187,82.9322633416,82.9458299441
webclient,9000,40,20180327_223429_20a8,9000,vagrant,300,140,928,1873,1870.309568,612.042857143,1550.70714286,1547.81326859,609.0,1546.0,1543.373131,594,1531,1528.745227,27.7130375271,29.2165550987,29.1520606901
webclient,7500,120,20180327_161245_44aa,7500,vagrant,300,130,1087,2429,2425.6874,898.469230769,2159.00769231,2155.94026938,902.5,2157.0,2153.493939,814,2068,2063.963209,27.3215013839,45.8998066284,45.9082251424
webclient,3000,220,20180318_133304_34c9,3000,vagrant,300,57,1975,5127,5123.65137,1946.50877193,4969.70175439,4965.90618216,1953.0,4973.0,4969.635238,1826,4798,4794.279807,25.5261288954,43.8941969198,43.9181270342
webclient,4750,80,20180318_214303_6466,4750,vagrant,300,97,1120,3009,3006.565984,1097.37113402,2921.77319588,2918.53780525,1096.0,2924.0,2920.544895,1078,2883,2879.866289,8.30391733123,16.7476757302,16.7147721569
webclient,5250,60,20180319_020436_f7ab,5250,vagrant,300,109,1210,2861,2858.157469,975.513761468,2606.72477064,2603.62482413,972.0,2616.0,2612.091638,961,2567,2564.041411,23.3743428221,33.8861752438,33.8646141004
webclient,2000,140,20180318_071307_a99b,2000,vagrant,600,88,2404,6712,6707.887867,2388.27272727,6627.85227273,6623.76463567,2389.0,6625.0,6621.5355995,2377,6616,6612.1225,5.7775570347,13.6111082415,13.4259601064
