cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,mean_ql_max,mean_ql_mean,mean_ql_median,mean_ql_min,mean_ql_std,ql_switches_max,ql_switches_mean,ql_switches_median,ql_switches_min,ql_switches_std,segment_count,stalling_count_max,stalling_count_mean,stalling_count_median,stalling_count_min,stalling_count_std,stalling_time_max,stalling_time_mean,stalling_time_median,stalling_time_min,stalling_time_std,video_duration,watch_count
dashclient,4000,20,20180614_222550_9699,4000,vagrant,300,4.375,4.375,4.375,4.375,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,4.539736270904541,4.502952893575032,4.536012649536133,4.433109760284424,0.049409943600528555,64.15000009536743,3
dashclient,2250,170,20180614_065214_a311,2250,vagrant,300,2.0,2.0,2.0,2.0,0.0,3,3.0,3.0,3,0.0,15,1,1.0,1.0,1,0.0,5.500601530075073,5.446268916130066,5.43010139465332,5.42427134513855,0.031461348843200884,64.14999985694885,4
dashclient,5000,160,20180615_083406_76e7,5000,vagrant,300,4.1875,4.1875,4.1875,4.1875,0.0,3,3.0,3.0,3,0.0,16,1,1.0,1.0,1,0.0,4.279501914978027,4.278295993804932,4.277989149093628,4.27739691734314,0.0008863291406552425,63.140000104904175,3
dashclient,1250,120,20180613_215058_b9b6,1250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,6.146151304244995,6.142320950826009,6.144984722137451,6.135826826095581,0.004616670550961909,65.12999987602234,3
dashclient,5000,90,20180615_075246_1eb6,5000,vagrant,300,4.3125,4.3125,4.3125,4.3125,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,3.9030086994171143,3.9013025760650635,3.9009509086608887,3.8999481201171875,0.001273980346565918,63.139999866485596,3
dashclient,3000,240,20180614_140543_efb3,3000,vagrant,300,2.75,2.75,2.75,2.75,0.0,4,4.0,4.0,4,0.0,16,1,1.0,1.0,1,0.0,5.30786657333374,5.3068164984385175,5.306550025939941,5.30603289604187,0.0007719450744938497,64.1399998664856,3
dashclient,750,230,20180615_112933_37bd,750,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,10.424608707427979,10.420889457066854,10.424222230911255,10.413837432861328,0.004989029636511504,69.15000009536743,3
dashclient,3250,40,20180614_162503_99b9,3250,vagrant,300,3.8,3.7999999999999994,3.8,3.8,4.440892098500626e-16,2,2.0,2.0,2,0.0,15,1,1.0,1.0,1,0.0,4.911548614501953,4.907310406366984,4.905853033065796,4.904529571533203,0.0030451813031467426,64.14999985694885,3
dashclient,500,220,20180615_091523_7eda,500,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,14.561481952667236,14.560821294784546,14.56125283241272,14.559729099273682,0.0007779427134956514,73.17000007629395,3
dashclient,4250,0,20180615_001913_6a8c,4250,vagrant,300,4.375,4.375,4.375,4.375,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,4.146374702453613,4.07891313234965,4.048511981964111,4.041852712631226,0.04777994033539554,63.140000104904175,3
dashclient,3250,50,20180614_163012_4357,3250,vagrant,300,3.8,3.7999999999999994,3.8,3.8,4.440892098500626e-16,2,2.0,2.0,2,0.0,15,1,1.0,1.0,1,0.0,5.048188924789429,5.047290086746216,5.047827243804932,5.045854091644287,0.00102608145654853,64.14999985694885,3
dashclient,2250,90,20180614_060551_1ed9,2250,vagrant,300,2.125,2.125,2.125,2.125,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,5.519331932067871,5.517241954803467,5.518048524856567,5.514345407485962,0.002114122873977944,65.14000010490417,3
dashclient,3750,20,20180614_201658_8e51,3750,vagrant,300,4.375,4.343749999999999,4.333333333333333,4.333333333333333,0.018042195912175932,1,1.0,1.0,1,0.0,15,1,1.0,1.0,1,0.0,4.73405385017395,4.730087637901306,4.7319217920303345,4.7224531173706055,0.00453720692308621,64.15000009536743,4
dashclient,1000,170,20180613_200753_14ab,1000,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,7.8607470989227295,7.857760111490886,7.860507249832153,7.852025985717773,0.004055821386843266,67.12999987602234,3
dashclient,4750,170,20180615_063018_b7d4,4750,vagrant,300,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4,0.0,16,1,1.0,1.0,1,0.0,4.120208978652954,4.119009256362915,4.119456052780151,4.11736273765564,0.0012041573077024468,63.140000104904175,3
dashclient,1250,30,20180613_205929_5305,1250,vagrant,300,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,1,1.0,1.0,1,0.0,15,1,1.0,1.0,1,0.0,7.114842176437378,7.105018933614095,7.1141135692596436,7.086101055145264,0.013380266849007333,66.16000008583069,3
dashclient,250,130,20180614_104941_1e14,250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,26.37317419052124,26.371161699295044,26.371161699295044,26.369149208068848,0.002012491226196289,129.2900002002716,2
dashclient,3250,90,20180614_165047_117d,3250,vagrant,300,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.0,3,3.0,3.0,3,0.0,15,1,1.0,1.0,1,0.0,4.806475877761841,4.805602550506592,4.8062214851379395,4.804110288619995,0.0010602870854681031,64.1399998664856,3
dashclient,4250,230,20180615_004500_7340,4250,vagrant,300,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4,0.0,16,1,1.0,1.0,1,0.0,4.959877967834473,4.958895683288574,4.958543062210083,4.958266019821167,0.0007037283179121745,63.140000104904175,3
dashclient,1250,60,20180613_211455_6d06,1250,vagrant,300,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,1,1.0,1.0,1,0.0,15,1,1.0,1.0,1,0.0,7.3176727294921875,7.313000361124675,7.314224004745483,7.3071043491363525,0.004400427526158441,66.16000008583069,3
dashclient,3000,170,20180614_152814_2bb9,3000,vagrant,300,2.9375,2.9375,2.9375,2.9375,0.0,3,3.0,3.0,3,0.0,16,1,1.0,1.0,1,0.0,5.231208562850952,5.2292624314626055,5.229609489440918,5.226969242095947,0.0017480078272491407,64.15000009536743,3
dashclient,1500,90,20180613_233913_f581,1500,vagrant,300,0.875,0.875,0.875,0.875,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,6.433584690093994,6.430878043174744,6.431840181350708,6.4262471199035645,0.0029890803049858815,65.1399998664856,4
dashclient,4250,210,20180615_002932_f04c,4250,vagrant,300,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4,0.0,16,1,1.0,1.0,1,0.0,4.6777801513671875,4.677148977915446,4.677727460861206,4.675939321517944,0.0008556266796399806,63.140000104904175,3
dashclient,250,40,20180614_095801_e2cd,250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,25.71004033088684,25.71004033088684,25.71004033088684,25.71004033088684,0.0,128.28999996185303,1
dashclient,1750,20,20180614_005634_5913,1750,vagrant,300,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,0.0,2,2.0,2.0,2,0.0,15,1,1.0,1.0,1,0.0,5.15500283241272,5.148447275161743,5.154042959213257,5.136296033859253,0.008601156435164991,64.14999985694885,3
dashclient,1750,130,20180614_021351_ae9f,1750,vagrant,300,1.1875,1.1875,1.1875,1.1875,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,6.083142042160034,6.0802247524261475,6.0822858810424805,6.075246334075928,0.00353758297119715,65.15000009536743,3
dashclient,2750,20,20180614_114121_5c58,2750,vagrant,300,2.933333333333333,2.933333333333333,2.933333333333333,2.933333333333333,0.0,2,2.0,2.0,2,0.0,15,1,1.0,1.0,1,0.0,4.840937614440918,4.837824424107869,4.840098142623901,4.832437515258789,0.0038245059327200997,64.14000010490417,3
dashclient,3000,90,20180614_144151_3cb2,3000,vagrant,300,3.2666666666666666,3.266666666666667,3.2666666666666666,3.2666666666666666,4.440892098500626e-16,2,2.0,2.0,2,0.0,15,1,1.0,1.0,1,0.0,5.115108966827393,5.1139170328776045,5.113613128662109,5.1130290031433105,0.0008759111678405342,64.15000009536743,3
dashclient,2750,170,20180614_131917_8bd9,2750,vagrant,300,2.8,2.7999999999999994,2.8,2.8,4.440892098500626e-16,3,3.0,3.0,3,0.0,15,1,1.0,1.0,1,0.0,5.531134128570557,5.52947211265564,5.52955436706543,5.527727842330933,0.0013918263367509666,64.14000010490417,3
dashclient,1500,80,20180613_233404_05c1,1500,vagrant,300,0.875,0.875,0.875,0.875,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,6.391189336776733,6.389247576395671,6.39069938659668,6.385854005813599,0.0024079387819407883,66.1399998664856,3
dashclient,250,160,20180614_110514_def2,250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,26.590882539749146,26.590882539749146,26.590882539749146,26.590882539749146,0.0,129.2900002002716,1
dashclient,4750,200,20180615_044205_c20b,4750,vagrant,300,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4,0.0,16,1,1.0,1.0,1,0.0,4.636196613311768,4.487188041210175,4.438057541847229,4.436440467834473,0.08603446928847991,63.139999866485596,4
dashclient,1250,200,20180613_202831_04e7,1250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,6.866525411605835,6.8627103964487715,6.8636932373046875,6.857912540435791,0.003584212564286826,66.12999987602234,3
dashclient,3250,10,20180614_170615_00d1,3250,vagrant,300,3.8,3.8,3.8,3.8,0.0,2,2.0,2.0,2,0.0,15,1,1.0,1.0,1,0.0,4.694076061248779,4.690129995346069,4.690894842147827,4.684654235839844,0.003453525543719054,64.14000010490417,4
dashclient,4750,150,20180615_061959_7297,4750,vagrant,300,4.1875,3.9375,4.1875,3.1875,0.4330127018922193,5,3.5,3.0,3,0.8660254037844386,16,1,1.0,1.0,1,0.0,5.341952085494995,4.516058266162872,4.241028785705566,4.240223407745361,0.4768302671035995,63.140000104904175,4
dashclient,1750,110,20180614_015824_1c13,1750,vagrant,300,1.25,1.25,1.25,1.25,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,5.900786876678467,5.899844249089559,5.900597810745239,5.898148059844971,0.0012018679757969419,65.14000010490417,3
dashclient,1500,110,20180613_234932_541d,1500,vagrant,300,0.875,0.875,0.875,0.875,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,6.612516641616821,6.609679460525513,6.612270355224609,6.604251384735107,0.0038395459225048184,66.1399998664856,3
dashclient,3250,160,20180614_173201_2db2,3250,vagrant,300,3.533333333333333,3.533333333333333,3.533333333333333,3.533333333333333,0.0,4,4.0,4.0,4,0.0,15,1,1.0,1.0,1,0.0,4.8823301792144775,4.88123095035553,4.8815600872039795,4.879473447799683,0.0010686699656613406,64.14000010490417,4
dashclient,4500,140,20180615_040559_2e3f,4500,vagrant,300,4.1875,4.015625,4.1875,3.5,0.2976962325509008,5,3.5,3.0,3,0.8660254037844386,16,1,1.0,1.0,1,0.0,5.602707624435425,4.62375146150589,4.297685146331787,4.2969279289245605,0.5652007413759328,63.140000104904175,4
dashclient,3500,90,20180614_185939_f7f9,3500,vagrant,300,4.0,4.0,4.0,4.0,0.0,3,3.0,3.0,3,0.0,15,1,1.0,1.0,1,0.0,4.509779453277588,4.508419334888458,4.508715033531189,4.506467819213867,0.0013358316755557875,64.15000009536743,4
dashclient,4750,120,20180615_060431_b14f,4750,vagrant,300,4.1875,4.1875,4.1875,4.1875,0.0,3,3.0,3.0,3,0.0,16,1,1.0,1.0,1,0.0,3.921506881713867,3.918900966644287,3.9177653789520264,3.9174306392669678,0.0018477206997788184,63.140000104904175,3
dashclient,4750,10,20180615_055923_05f0,4750,vagrant,300,4.375,4.375,4.375,4.375,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,3.795971155166626,3.7911882400512695,3.7923837900161743,3.7840142250061035,0.004404114087138451,63.15000009536743,4
dashclient,3750,10,20180614_212357_f4f7,3750,vagrant,300,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,0.0,1,1.0,1.0,1,0.0,15,1,1.0,1.0,1,0.0,4.694508075714111,4.689055283864339,4.689593553543091,4.683064222335815,0.004687411917130188,64.15000009536743,3
dashclient,500,10,20180615_101718_477d,500,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,12.92068076133728,12.920048157374064,12.92022705078125,12.919236660003662,0.0006029700400464177,72.16000008583069,3
dashclient,3500,140,20180614_193033_1562,3500,vagrant,300,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.0,4,4.0,4.0,4,0.0,15,1,1.0,1.0,1,0.0,4.541692733764648,4.440554678440094,4.4074519872665405,4.4056220054626465,0.05839687308466924,63.15000009536743,4
dashclient,3750,150,20180614_214434_b3b8,3750,vagrant,300,3.9375,3.890277777777778,3.8666666666666667,3.8666666666666667,0.0333911535560314,4,4.0,4.0,4,0.0,15,1,1.0,1.0,1,0.0,4.343712568283081,4.339551528294881,4.337671995162964,4.337270021438599,0.0029468724727885996,63.140000104904175,3
dashclient,3750,0,20180614_200130_e83b,3750,vagrant,300,4.375,4.347222222222222,4.333333333333333,4.333333333333333,0.01964185503295979,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,4.650187015533447,4.6136088371276855,4.642916202545166,4.547723293304443,0.04668257950628489,64.1399998664856,3
dashclient,3750,140,20180614_213925_6d33,3750,vagrant,300,4.0,3.9569444444444444,3.9375,3.933333333333333,0.03049235888902804,4,3.3333333333333335,3.0,3,0.4714045207910317,15,1,1.0,1.0,1,0.0,4.8019585609436035,4.633345206578572,4.801040887832642,4.297036170959473,0.23780669476176292,64.14000010490417,3
dashclient,5000,10,20180615_080820_ce00,5000,vagrant,300,4.375,4.375,4.375,4.375,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,3.5860636234283447,3.5818746089935303,3.5803143978118896,3.5792458057403564,0.0029940333671207692,63.13000011444092,3
dashclient,2000,60,20180614_034131_0c3d,2000,vagrant,300,1.75,1.75,1.75,1.75,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,5.80797004699707,5.804728190104167,5.807876110076904,5.798338413238525,0.004518417298919015,65.1399998664856,3
dashclient,250,100,20180614_102858_8e01,250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,26.151684045791626,26.150834798812866,26.150834798812866,26.149985551834106,0.0008492469787597656,128.27999997138977,2
dashclient,2250,10,20180614_062118_cc2a,2250,vagrant,300,2.125,2.125,2.125,2.125,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,4.903911590576172,4.89853564898173,4.9019904136657715,4.889704942703247,0.006293317101650722,64.1399998664856,3
dashclient,4250,180,20180615_021746_6883,4250,vagrant,300,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4,0.0,16,1,1.0,1.0,1,0.0,4.458387613296509,4.457276344299316,4.457692623138428,4.455748796463013,0.0011167824688525197,63.139999866485596,3
dashclient,2250,240,20180614_052947_3fa0,2250,vagrant,300,1.625,1.625,1.625,1.625,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,6.214449167251587,6.181068340937297,6.212800979614258,6.115954875946045,0.04604708910812333,65.1399998664856,3
dashclient,3750,80,20180614_210320_4b0e,3750,vagrant,300,4.1875,4.1468750000000005,4.133333333333334,4.133333333333334,0.023454854685828367,2,2.0,2.0,2,0.0,15,1,1.0,1.0,1,0.0,4.7654032707214355,4.763298809528351,4.763144373893738,4.761503219604492,0.001590625264573612,64.14000010490417,4
dashclient,2000,150,20180614_043302_7042,2000,vagrant,300,1.5625,1.5625,1.5625,1.5625,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,5.6579976081848145,5.656364977359772,5.657310962677002,5.6528403759002686,0.0020864396686101645,64.14000010490417,4
dashclient,3250,190,20180614_174730_a140,3250,vagrant,300,3.4,3.4,3.4,3.4,0.0,4,4.0,4.0,4,0.0,15,1,1.0,1.0,1,0.0,5.203673601150513,5.201396942138672,5.202154159545898,5.1983630657196045,0.0022331562554805747,64.14000010490417,3
dashclient,3250,60,20180614_163521_6aa3,3250,vagrant,300,3.7333333333333334,3.733333333333333,3.7333333333333334,3.7333333333333334,4.440892098500626e-16,3,3.0,3.0,3,0.0,15,1,1.0,1.0,1,0.0,4.484899044036865,4.483067671457927,4.482533693313599,4.481770277023315,0.001331952263967985,64.15000009536743,3
dashclient,1750,150,20180614_022410_9f90,1750,vagrant,300,0.875,0.875,0.875,0.875,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,6.264599561691284,6.261258363723755,6.262403249740601,6.25677227973938,0.003296428236978958,65.1399998664856,3
dashclient,2250,20,20180614_051419_c335,2250,vagrant,300,2.125,2.125,2.125,2.125,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,4.950435638427734,4.9469664096832275,4.945284366607666,4.945179224014282,0.002453490683702199,64.14000010490417,3
dashclient,2000,140,20180614_042752_ba26,2000,vagrant,300,1.625,1.5625,1.625,1.4375,0.08838834764831845,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,5.518670320510864,5.480804920196533,5.518481016159058,5.405263423919678,0.05341596018572246,64.1399998664856,3
dashclient,1500,130,20180614_000458_e605,1500,vagrant,300,0.875,0.875,0.875,0.875,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,6.792247295379639,6.788594325383504,6.786841154098511,6.786694526672363,0.0025837333769848747,66.15000009536743,3
dashclient,1500,230,20180613_225800_ab91,1500,vagrant,300,0.75,0.75,0.75,0.75,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,6.382520914077759,6.379856427510579,6.38169002532959,6.37535834312439,0.003198662885949028,65.14000010490417,3
dashclient,3750,230,20180614_202717_dd54,3750,vagrant,300,3.5625,3.5625,3.5625,3.5625,0.0,5,5.0,5.0,5,0.0,16,1,1.0,1.0,1,0.0,4.758548259735107,4.757461905479431,4.7573089599609375,4.756681442260742,0.0007698895587623767,63.139999866485596,4
dashclient,1750,180,20180614_023939_4b48,1750,vagrant,300,0.875,0.875,0.875,0.875,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,6.483246088027954,6.481657087802887,6.482930541038513,6.477521181106567,0.0023925610385849908,65.15000009536743,4
dashclient,3250,200,20180614_154857_bfd3,3250,vagrant,300,3.125,3.1041666666666665,3.125,3.0625,0.02946278254943948,4,3.3333333333333335,3.0,3,0.4714045207910317,16,1,1.0,1.0,1,0.0,5.34443473815918,5.14150865872701,5.342077732086182,4.738013505935669,0.2853157813300763,64.15000009536743,3
dashclient,750,200,20180615_110855_95bd,750,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,10.287907838821411,10.162178834279379,10.102008581161499,10.096620082855225,0.08893104413288262,69.15000009536743,3
dashclient,2250,80,20180614_060041_24d2,2250,vagrant,300,2.125,2.125,2.125,2.125,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,5.475224256515503,5.4735307693481445,5.475183010101318,5.470185041427612,0.0023658468258874305,65.14000010490417,3
dashclient,3750,30,20180614_203737_d012,3750,vagrant,300,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,0.0,1,1.0,1.0,1,0.0,15,1,1.0,1.0,1,0.0,4.872963905334473,4.86835503578186,4.8698344230651855,4.862266778945923,0.004490624922636075,64.1399998664856,3
dashclient,4750,60,20180615_052828_556d,4750,vagrant,300,4.375,4.375,4.375,4.375,0.0,1,1.0,1.0,1,0.0,16,1,1.0,1.0,1,0.0,4.190786123275757,4.1869330406188965,4.18670392036438,4.183538198471069,0.0028619225299716202,63.139999866485596,4
dashclient,250,190,20180614_112044_9227,250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,26.816412687301636,26.816412687301636,26.816412687301636,26.816412687301636,0.0,130.29999995231628,1
dashclient,1000,150,20180613_195734_ea45,1000,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,7.6849281787872314,7.680152018864949,7.683599948883057,7.6719279289245605,0.005840535944602554,66.1399998664856,3
dashclient,3750,240,20180614_203227_26c7,3750,vagrant,300,3.5625,3.5625,3.5625,3.5625,0.0,5,5.0,5.0,5,0.0,16,1,1.0,1.0,1,0.0,4.898194789886475,4.8977733453114825,4.897680044174194,4.897445201873779,0.00031304885013749346,63.140000104904175,3
dashclient,5000,130,20180615_081838_790d,5000,vagrant,300,4.1875,4.015625,4.1875,3.5,0.2976962325509008,5,3.5,3.0,3,0.8660254037844386,16,1,1.0,1.0,1,0.0,5.3657448291778564,4.310452342033386,3.9587910175323486,3.958482503890991,0.6092734154318846,63.12999987602234,4
dashclient,250,180,20180614_111534_0e51,250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,26.76866340637207,26.76866340637207,26.76866340637207,26.76866340637207,0.0,130.29999995231628,1
dashclient,1000,210,20180613_182448_0dfb,1000,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,8.226033449172974,8.219948768615723,8.222073793411255,8.21173906326294,0.00602600834839924,67.14000010490417,3
dashclient,4500,170,20180615_042127_9bb9,4500,vagrant,300,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4,0.0,16,1,1.0,1.0,1,0.0,4.383940935134888,4.25796777009964,4.216354131698608,4.215221881866455,0.07273213693726699,63.140000104904175,4
dashclient,4000,70,20180614_230704_3b67,4000,vagrant,300,4.25,4.25,4.25,4.25,0.0,2,2.0,2.0,2,0.0,16,1,1.0,1.0,1,0.0,4.429547071456909,4.429028431574504,4.4295055866241455,4.428032636642456,0.0007043369969250091,64.14000010490417,3
dashclient,2500,190,20180614_091131_cbcb,2500,vagrant,300,2.125,2.125,2.125,2.125,0.0,3,3.0,3.0,3,0.0,16,1,1.0,1.0,1,0.0,5.306509733200073,5.306278228759766,5.306398868560791,5.305926084518433,0.0002530835396844216,64.14000010490417,3
dashclient,5000,200,20180615_065055_a8bc,5000,vagrant,300,4.0,4.0,4.0,4.0,0.0,4,4.0,4.0,4,0.0,16,1,1.0,1.0,1,0.0,4.336702346801758,4.336074670155843,4.335885047912598,4.335636615753174,0.00045527509144036943,63.13000011444092,3
dashclient,1000,110,20180613_193148_0442,1000,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,7.320425510406494,7.316146691640218,7.319337606430054,7.3086769580841064,0.005300539174773579,66.12999987602234,3
dashclient,500,120,20180615_102226_4a3d,500,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,15,1,1.0,1.0,1,0.0,13.761541843414307,13.75975219408671,13.759167909622192,13.758546829223633,0.0012906248492345136,73.17000007629395,3
dashclient,3000,50,20180614_142110_fe35,3000,vagrant,300,3.2666666666666666,3.2666666666666666,3.2666666666666666,3.2666666666666666,0.0,2,2.0,2.0,2,0.0,15,1,1.0,1.0,1,0.0,4.753688097000122,4.751953601837158,4.7519291639328,4.75026798248291,0.0012124387537278101,64.1399998664856,4
dashclient,2500,220,20180614_072819_c50d,2500,vagrant,300,2.0625,2.0625,2.0625,2.0625,0.0,3,3.0,3.0,3,0.0,16,1,1.0,1.0,1,0.0,5.92454195022583,5.727042516072591,5.6295905113220215,5.626995086669922,0.13965720873008633,64.1399998664856,3
dashclient,1250,230,20180613_204909_f195,1250,vagrant,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16,1,1.0,1.0,1,0.0,7.187032222747803,7.184071143468221,7.186570167541504,7.1786110401153564,0.003865481446632425,66.12999987602234,3
