cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,sshc_cmd_count,sshc_max,sshc_mean,sshc_median,sshc_min,sshc_std,sshc_uniq_cmds
sshclient,4000,180,20180409_233614_a054,4000,vagrant,80,22,0.6437175274,0.4368218834,0.3863039017,0.3737781048,0.091487386,1
sshclient,4250,180,20180409_235537_454a,4250,vagrant,80,14,0.5957429409,0.4144882815,0.3766987324,0.3691995144,0.0661011453,1
sshclient,4500,180,20180410_001504_377c,4500,vagrant,80,16,0.5977680683,0.4367466122,0.3885968924,0.37368536,0.0834951242,1
sshclient,4750,180,20180410_003428_6260,4750,vagrant,80,16,0.5965995789,0.4075769186,0.3751012087,0.3738870621,0.0717642783,1
sshclient,5000,180,20180410_005352_7c7a,5000,vagrant,80,15,0.7018454075,0.4128233751,0.3740890026,0.373639822,0.0953873224,1
sshclient,250,200,20180409_212116_b3c7,250,vagrant,80,15,5.2804012299,2.8854707559,2.3553848267,0.6860337257,1.3761513573,1
sshclient,500,200,20180410_005653_64d9,500,vagrant,80,19,2.9188241959,1.7230349214,1.7129724026,0.607465744,0.7142409276,1
sshclient,750,200,20180410_011649_5ad3,750,vagrant,80,16,1.7444443703,1.2682690173,1.2564246655,0.6452944279,0.3540936278,1
sshclient,1000,200,20180409_190408_d75d,1000,vagrant,80,12,1.298176527,0.7783471545,0.6557437181,0.4138123989,0.3307531153,1
sshclient,1250,200,20180409_192348_3894,1250,vagrant,80,18,1.1380751133,0.7550223271,0.6844434738,0.4139463902,0.2053110583,1
sshclient,1500,200,20180409_194329_58f1,1500,vagrant,80,18,1.3207657337,0.7432044877,0.6747515202,0.4142615795,0.2581658143,1
sshclient,1750,200,20180409_200307_ec85,1750,vagrant,80,14,1.2787547112,0.7400547266,0.7788758278,0.414634943,0.2386688977,1
sshclient,2000,200,20180409_202239_c106,2000,vagrant,80,16,1.1268405914,0.658630237,0.6754364967,0.4143350124,0.1657773443,1
sshclient,2250,200,20180409_204209_7477,2250,vagrant,80,14,0.9642972946,0.7062946728,0.7217468023,0.4139242172,0.1670130306,1
sshclient,2500,200,20180409_210138_e03f,2500,vagrant,80,16,0.9768970013,0.528973639,0.4502435923,0.4138014317,0.1518447148,1
sshclient,2750,200,20180409_214230_ca00,2750,vagrant,80,14,0.891446352,0.5763342551,0.5915372372,0.4139020443,0.136362177,1
sshclient,3000,200,20180409_220157_a3f9,3000,vagrant,80,12,0.656121254,0.4754425287,0.4320709705,0.4137442112,0.0871936048,1
sshclient,3250,200,20180409_222122_b627,3250,vagrant,80,15,0.71544981,0.4899744193,0.4340951443,0.4136252403,0.1047064181,1
sshclient,3500,200,20180409_224048_1f78,3500,vagrant,80,18,0.669039011,0.4816797707,0.4167231321,0.4136595726,0.099947411,1
sshclient,3750,200,20180409_230017_38fc,3750,vagrant,80,19,0.8004615307,0.5093389938,0.4331429005,0.4137797356,0.1263703215,1
sshclient,4000,200,20180409_231947_d2aa,4000,vagrant,80,10,0.6591086388,0.4583673,0.423112154,0.413990736,0.0741682976,1
sshclient,4250,200,20180409_233912_058d,4250,vagrant,80,19,0.6959223747,0.4633704989,0.4151206017,0.4138290882,0.0843191751,1
sshclient,4500,200,20180409_235836_a7c9,4500,vagrant,80,16,0.6593871117,0.4758126736,0.4226615429,0.4136734009,0.091691069,1
sshclient,4750,200,20180410_001802_e9da,4750,vagrant,80,25,0.6667044163,0.4912457085,0.453455925,0.4086768627,0.0930995077,1
sshclient,5000,200,20180410_003727_98a6,5000,vagrant,80,21,0.6580400467,0.4458777905,0.4141793251,0.4137711525,0.0649498343,1
sshclient,250,220,20180409_212434_d658,250,vagrant,80,9,4.8057303429,2.9579070674,2.9536275864,1.4099469185,1.0376442534,1
sshclient,500,220,20180410_005957_d0cd,500,vagrant,80,14,2.3833701611,1.88455144,1.8762016296,1.0915248394,0.3797112955,1
sshclient,750,220,20180410_011953_d2b4,750,vagrant,80,14,2.3222284317,1.3611906086,1.2926696539,0.7067790031,0.4808955602,1
sshclient,1000,220,20180409_190707_9009,1000,vagrant,80,15,1.6188488007,1.0286745866,1.1001455784,0.454325676,0.3583938286,1
sshclient,1250,220,20180409_192650_fc4c,1250,vagrant,80,19,1.3546485901,0.9284240823,0.9611368179,0.453874588,0.2282157792,1
sshclient,1500,220,20180409_194630_646c,1500,vagrant,80,34,1.391153574,0.9042534758,0.9046909809,0.4538803101,0.2630194073,1
sshclient,1750,220,20180409_200608_13fe,1750,vagrant,80,11,1.3485889435,0.7942491661,0.8025538921,0.4539997578,0.2729235029,1
sshclient,2000,220,20180409_202538_381b,2000,vagrant,80,14,1.2136359215,0.7340226173,0.6783362627,0.453984499,0.2236720845,1
sshclient,2250,220,20180409_204509_ef7c,2250,vagrant,80,19,1.0036489964,0.5977330333,0.5736100674,0.4538452625,0.1537017199,1
sshclient,2500,220,20180409_210437_244b,2500,vagrant,80,15,0.9364037514,0.5644322077,0.4944896698,0.4538736343,0.1387391921,1
sshclient,2750,220,20180409_214529_99a8,2750,vagrant,80,22,0.9853930473,0.5640316118,0.4858262539,0.4537479877,0.1473170281,1
sshclient,3000,220,20180409_220456_7bef,3000,vagrant,80,13,0.8554062843,0.5176734374,0.4654560089,0.453930378,0.1092951285,1
sshclient,3250,220,20180409_222421_5309,3250,vagrant,80,17,0.901309967,0.5613538097,0.5091629028,0.4539115429,0.1289953494,1
sshclient,3500,220,20180409_224347_3681,3500,vagrant,80,24,0.7159080505,0.5114602546,0.45766747,0.4537565708,0.096896633,1
sshclient,3750,220,20180409_230317_2f13,3750,vagrant,80,12,0.7162053585,0.4996240536,0.4541497231,0.4539659023,0.0959459689,1
sshclient,4000,220,20180409_232246_e7e4,4000,vagrant,80,15,0.7171857357,0.4770495574,0.4543242455,0.4538292885,0.0649951109,1
sshclient,4250,220,20180409_234211_a88c,4250,vagrant,80,17,0.71707654,0.5121228835,0.45434165,0.4538173676,0.096989985,1
sshclient,4500,220,20180410_000136_c3d6,4500,vagrant,80,17,0.7205710411,0.5493194776,0.4558005333,0.4538607597,0.1156803401,1
sshclient,4750,220,20180410_002101_ac72,4750,vagrant,80,14,0.7170922756,0.4971030099,0.4544285536,0.4539396763,0.0903300254,1
sshclient,5000,220,20180410_004026_127c,5000,vagrant,80,15,0.7172348499,0.5279682,0.4542906284,0.4539015293,0.1129708813,1
sshclient,250,240,20180409_212613_6934,250,vagrant,80,7,5.3763086796,3.9685813699,4.0024523735,1.9314980507,1.0035882182,1
sshclient,500,240,20180410_010130_55ef,500,vagrant,80,17,2.3850200176,1.5708220286,1.5608708858,0.5811319351,0.5453162798,1
sshclient,750,240,20180410_012123_afbf,750,vagrant,80,17,2.284440279,1.4769077441,1.5506882668,0.652844429,0.3974132646,1
sshclient,1000,240,20180409_190839_7839,1000,vagrant,80,14,1.643954277,1.14754154,1.1859772205,0.4941601753,0.385772229,1
sshclient,1250,240,20180409_192822_56d7,1250,vagrant,80,16,1.5353226662,0.9748020619,0.9677444696,0.4941351414,0.2772351311,1
sshclient,1500,240,20180409_194801_bbca,1500,vagrant,80,16,1.497802496,0.9475318342,0.9071906805,0.4939241409,0.3042525894,1
sshclient,1750,240,20180409_200738_297d,1750,vagrant,80,21,1.3989918232,0.8178127039,0.7699532509,0.4937765598,0.3049140612,1
sshclient,2000,240,20180409_202709_de85,2000,vagrant,80,17,1.1736495495,0.7847658045,0.7720952034,0.4990472794,0.1992090464,1
sshclient,2250,240,20180409_204640_f96e,2250,vagrant,80,14,0.8438191414,0.6085364648,0.5590702295,0.4939396381,0.1254209847,1
sshclient,2500,240,20180409_210608_5054,2500,vagrant,80,19,0.9809837341,0.6380589636,0.5415022373,0.4940373898,0.1618763358,1
sshclient,2750,240,20180409_214659_e214,2750,vagrant,80,19,0.8710155487,0.5818349437,0.5111877918,0.4940650463,0.123859788,1
sshclient,3000,240,20180409_220626_e378,3000,vagrant,80,16,0.8134074211,0.6191009581,0.5898710489,0.4937918186,0.1239129399,1
sshclient,3250,240,20180409_222551_2b66,3250,vagrant,80,20,0.7785406113,0.5837787986,0.5192995071,0.4938042164,0.1105058612,1
sshclient,3500,240,20180409_224517_e338,3500,vagrant,80,23,0.7931284904,0.5703105823,0.501357317,0.4909069538,0.1116001188,1
sshclient,3750,240,20180409_230452_95d5,3750,vagrant,80,20,0.7783174515,0.5644444942,0.5049006939,0.4936227798,0.0968511677,1
sshclient,4000,240,20180409_232416_4ccd,4000,vagrant,80,13,0.7828145027,0.527636583,0.5042250156,0.4910616875,0.0752221355,1
sshclient,4250,240,20180409_234341_f83b,4250,vagrant,80,19,0.7772343159,0.5932385921,0.5117294788,0.4937112331,0.1194046441,1
sshclient,4500,240,20180410_000306_c3c9,4500,vagrant,80,26,0.8340613842,0.6261238318,0.5519689322,0.4938731194,0.1348583168,1
sshclient,4750,240,20180410_002231_40b6,4750,vagrant,80,11,0.8292236328,0.5919190754,0.5017411709,0.4940485954,0.1308281571,1
sshclient,5000,240,20180410_004156_6f71,5000,vagrant,80,15,0.7785563469,0.5915792147,0.499789238,0.4938049316,0.1174005863,1
